lshMEthod,ands,imbalance,isMethod,database,one_class_method,level_6,trees,depth,tp,tn,fp,fn,sensibility,specificity,precision,accuracy,F1,Gmean,wtdAcc,balancedAcc,mcc,AreaROC,timeIS,timeLSH,model_complexity,Total Time,Reduction of DataSet(%),reduction,k,type,db/IS_Method,% of samples
DPF,8,True,drop3,gateway_credit_card,drop3-one,5,25,30,474.0,1298934.0,474.0,445.0,51.5778019586507,99.96352184995013,50.0,99.92932546967032,50.77664702731656,71.8045871310878,66.09351792604053,75.77066190430041,0.5074742405358105,0.9766899313579084,9.731823500566666,1.3601532994666667,750,11.091976800033333,8.474379467295357,0.9152562053270464,4,test,"gateway_credit_card/
drop3-one",91.52562053270465
DPF,8,True,drop3,pageblocks,drop3-boundaries,0,25,30,434.0,3760.0,434.0,3.0,99.31350114416476,89.65188364329995,50.0,90.56359317641976,66.51340996168582,94.35911428571907,96.4150158939053,94.48269239373235,0.6664215329968823,0.9905516081205066,0.02241341095,0.011858537,750,0.03427194795,4.039251483340944,0.9596074851665906,1,train,"pageblocks/
drop3-boundaries",95.96074851665905
DPF,8,True,drop3,pageblocks,drop3-boundaries,1,25,30,448.0,3723.0,448.0,1.0,99.77728285077951,89.25917046271877,50.0,90.28138528138528,66.61710037174723,94.37180457257683,96.62184913436128,94.51822665674914,0.6670406122171223,0.99109380594343,0.0252274976,0.0156526759,750,0.0408801735,4.6967624259006024,0.953032375740994,2,train,"pageblocks/
drop3-boundaries",95.3032375740994
DPF,8,True,drop3,pageblocks,drop3-boundaries,2,25,30,456.0,3802.0,456.0,1.0,99.78118161925602,89.29074682949741,50.0,90.30752916224814,66.61796932067203,94.39033968745473,96.63405118232843,94.53596422437671,0.6671772083476503,0.9901911054939648,0.0272977161166666,0.0123717080833333,750,0.0396694241999999,3.088101725703918,0.9691189827429608,3,train,"pageblocks/
drop3-boundaries",96.91189827429608
DPF,8,True,drop3,pageblocks,drop3-boundaries,3,25,30,431.0,3789.0,431.0,6.0,98.62700228832952,89.7867298578199,50.0,90.616276572901,66.35873749037721,94.10311371654409,95.97492055917664,94.2068660730747,0.6638304114479986,0.9923444976076556,0.0224669687666666,0.0113571283,750,0.0338240970666666,3.002521201008479,0.9699747879899152,4,train,"pageblocks/
drop3-boundaries",96.99747879899152
DPF,8,True,drop3,pageblocks,drop3-boundaries,4,25,30,450.0,3705.0,450.0,6.0,98.68421052631578,89.16967509025271,50.0,90.11060507482108,66.3716814159292,93.80639098254274,95.82984989549685,93.92694280828425,0.6617015893831559,0.9904579681085032,0.0287650687666666,0.0162827063666666,750,0.045047775133333204,4.138882501724539,0.9586111749827546,5,train,"pageblocks/
drop3-boundaries",95.86111749827546
DPF,8,True,drop3,pageblocks,drop3-boundaries,5,25,30,108.0,952.0,108.0,14.0,88.52459016393442,89.81132075471699,50.0,89.67851099830794,63.905325443786985,89.16563442208539,88.91060934116919,89.1679554593257,0.6167061893846506,0.9317780134323084,0.02241341095,0.011858537,750,0.03427194795,4.039251483340944,0.9596074851665906,1,test,"pageblocks/
drop3-boundaries",95.96074851665905
DPF,8,True,drop3,pageblocks,drop3-boundaries,6,25,30,94.0,959.0,94.0,16.0,85.45454545454545,91.07312440645774,50.0,90.54170249355116,63.08724832214766,88.2191161216157,87.14011914011914,88.26383493050159,0.6083419782129381,0.919067599067599,0.0252274976,0.0156526759,750,0.0408801735,4.6967624259006024,0.953032375740994,2,test,"pageblocks/
drop3-boundaries",95.3032375740994
DPF,8,True,drop3,pageblocks,drop3-boundaries,7,25,30,89.0,947.0,89.0,13.0,87.25490196078431,91.4092664092664,50.0,91.03690685413004,63.57142857142856,89.30793122028835,88.50121129532893,89.33208418502535,0.6186019741186378,0.9091170171339564,0.0272977161166666,0.0123717080833333,750,0.0396694241999999,3.088101725703918,0.9691189827429608,3,test,"pageblocks/
drop3-boundaries",96.91189827429608
DPF,8,True,drop3,pageblocks,drop3-boundaries,8,25,30,112.0,973.0,112.0,10.0,91.8032786885246,89.6774193548387,50.0,89.89229494614747,64.73988439306359,90.73412324533668,91.16552088841883,90.74034902168165,0.6317551010556717,0.942913530010173,0.0224669687666666,0.0113571283,750,0.0338240970666666,3.002521201008479,0.9699747879899152,4,test,"pageblocks/
drop3-boundaries",96.99747879899152
DPF,8,True,drop3,pageblocks,drop3-boundaries,9,25,30,89.0,999.0,89.0,14.0,86.40776699029125,91.81985294117648,50.0,91.3518052057095,63.34519572953737,89.07271444176374,88.03139277555681,89.11380996573386,0.61670639693633,0.9013467129155835,0.0287650687666666,0.0162827063666666,750,0.045047775133333204,4.138882501724539,0.9586111749827546,5,test,"pageblocks/
drop3-boundaries",95.86111749827546
DPF,8,True,drop3,pageblocks,drop3-one,0,25,20,432.0,3860.0,432.0,5.0,98.8558352402746,89.93476234855545,50.0,90.75914569676463,66.41045349730977,94.28985125188208,96.17951337275885,94.39529879441503,0.6654354503312024,0.9913805043215352,0.0191908269,0.0068005727666666,500,0.0259913996666666,1.780009128251936,0.9821999087174806,1,train,"pageblocks/
drop3-one",98.21999087174807
DPF,8,True,drop3,pageblocks,drop3-one,1,25,20,443.0,3808.0,443.0,6.0,98.66369710467706,89.57892260644554,50.0,90.4468085106383,66.36704119850187,94.01163591282544,95.9382647552076,94.1213098555613,0.6631929646932134,0.996966233215298,0.0202995158166666,0.0165806148333333,500,0.0368801306499999,2.895576835385316,0.9710442316461468,2,train,"pageblocks/
drop3-one",97.10442316461469
DPF,8,True,drop3,pageblocks,drop3-one,2,25,20,454.0,3679.0,454.0,3.0,99.34354485776804,89.01524316477135,50.0,90.04357298474946,66.52014652014651,94.0377041529864,96.24505434986904,94.1793940112697,0.6641340340394758,0.9930708735800484,0.0133324267833333,0.0085770445333333,500,0.021909471316666602,5.949137148047246,0.9405086285195275,3,train,"pageblocks/
drop3-one",94.05086285195276
DPF,8,True,drop3,pageblocks,drop3-one,3,25,20,432.0,3809.0,432.0,5.0,98.8558352402746,89.81372317849564,50.0,90.65840102607952,66.41045349730977,94.22637964417925,96.1432016217409,94.33477920938512,0.6649702023290833,0.9913718550407143,0.0131890776333333,0.00669854775,500,0.019887625383333298,2.5212010084804004,0.974787989915196,4,train,"pageblocks/
drop3-one",97.4787989915196
DPF,8,True,drop3,pageblocks,drop3-one,4,25,20,454.0,3698.0,454.0,2.0,99.56140350877192,89.0655105973025,50.0,90.10416666666666,66.56891495601172,94.16733637144485,96.4126356353311,94.31345705303721,0.665323610079936,0.9932079905992948,0.01514464525,0.0061907881333333,500,0.0213354333833333,4.345826626810756,0.9565417337318924,5,train,"pageblocks/
drop3-one",95.65417337318924
DPF,8,True,drop3,pageblocks,drop3-one,5,25,20,106.0,954.0,106.0,16.0,86.88524590163934,90.0,50.0,89.67851099830794,63.47305389221557,88.42891004161218,87.81967213114754,88.44262295081967,0.6097082311166805,0.9371307285800916,0.0191908269,0.0068005727666666,500,0.0259913996666666,1.780009128251936,0.9821999087174806,1,test,"pageblocks/
drop3-one",98.21999087174807
DPF,8,True,drop3,pageblocks,drop3-one,6,25,20,89.0,964.0,89.0,21.0,80.9090909090909,91.54795821462488,50.0,90.54170249355116,61.80555555555556,86.06429035162459,84.1007511007511,86.2285245618579,0.5889291552184479,0.9343401015228426,0.0202995158166666,0.0165806148333333,500,0.0368801306499999,2.895576835385316,0.9710442316461468,2,test,"pageblocks/
drop3-one",97.10442316461469
DPF,8,True,drop3,pageblocks,drop3-one,7,25,20,94.0,947.0,94.0,8.0,92.15686274509804,90.9702209414025,50.0,91.0761154855643,64.82758620689656,91.56161949849988,91.80087020398938,91.56354184325028,0.6392745052772775,0.9154543754674646,0.0133324267833333,0.0085770445333333,500,0.021909471316666602,5.949137148047246,0.9405086285195275,3,test,"pageblocks/
drop3-one",94.05086285195276
DPF,8,True,drop3,pageblocks,drop3-one,8,25,20,113.0,972.0,113.0,9.0,92.62295081967213,89.58525345622121,50.0,89.89229494614747,64.94252873563218,91.0914404598118,91.71164161063685,91.10410213794667,0.6352156990266654,0.9402947338004768,0.0131890776333333,0.00669854775,500,0.019887625383333298,2.5212010084804004,0.974787989915196,4,test,"pageblocks/
drop3-one",97.4787989915196
DPF,8,True,drop3,pageblocks,drop3-one,9,25,20,89.0,1001.0,89.0,14.0,86.40776699029125,91.8348623853211,50.0,91.36630343671416,63.34519572953737,89.07999433417297,88.0358956088002,89.12131468780618,0.6167828305551579,0.9089912987431518,0.01514464525,0.0061907881333333,500,0.0213354333833333,4.345826626810756,0.9565417337318924,5,test,"pageblocks/
drop3-one",95.65417337318924
DPF,8,True,entropy,credit_card,entropy,0,25,10,125.0,72365.0,125.0,8.0,93.98496241,99.82756242,50.0,99.81686243,65.27415144,96.8622202,95.737742413,96.906262415,0.6848057572928341,0.995976477,0.298498058,0.131096776,250,0.429594834,68.2056792,0.317943208,1,train,"credit_card/
entropy",31.794320799999998
DPF,8,True,entropy,credit_card,entropy,1,25,10,141.0,72450.0,141.0,9.0,94.0,99.80576104,50.0,99.79378892,65.27777778,96.85939055,95.74172831199999,96.90288052,0.6847717070688023,0.999937896,0.402803615,0.13483803,250,0.537641645,68.1611066,0.318388934,2,train,"credit_card/
entropy",31.8388934
DPF,8,True,entropy,credit_card,entropy,2,25,10,141.0,72360.0,141.0,8.0,94.63087248,99.80551992,50.0,99.79490709,65.42923434,97.18376114,96.18326671199999,97.2181962,0.6870790102228322,0.99295172,0.442690419,0.142663822,250,0.585354241,68.2083637,0.317916363,3,train,"credit_card/
entropy",31.791636299999997
DPF,8,True,entropy,credit_card,entropy,3,25,10,161.0,72393.0,161.0,12.0,93.06358382,99.77809631,50.0,99.76212411,65.05050505,96.36237455,95.07793756699999,96.420840065,0.6812154798858657,0.996830713,0.312150579,0.134804575,250,0.44695515399999997,68.1041,0.318959,4,train,"credit_card/
entropy",31.895899999999997
DPF,8,True,entropy,credit_card,entropy,4,25,10,142.0,72303.0,142.0,9.0,94.0397351,99.80398923,50.0,99.79199956,65.28735632,96.87900035,95.769011339,96.921862165,0.6849100839776611,0.996441266,0.981962831,0.292680956,250,1.274643787,68.16368320000001,0.318363168,5,train,"credit_card/
entropy",31.8363168
DPF,8,True,entropy,credit_card,entropy,5,25,10,79.0,56662.0,79.0,29.0,73.14814815,99.86077087,50.0,99.81002304,59.39849624,85.46713089,81.16193496599999,86.50445951,0.6038800556325137,0.933810162,0.298498058,0.131096776,250,0.429594834,68.2056792,0.317943208,1,test,"credit_card/
entropy",31.794320799999998
DPF,8,True,entropy,credit_card,entropy,6,25,10,75.0,56686.0,75.0,19.0,79.78723404,99.86786702,50.0,99.83466714,61.47540984,89.26466759,85.811423934,89.82755053,0.6308792332928763,0.974516011,0.402803615,0.13483803,250,0.537641645,68.1611066,0.318388934,2,test,"credit_card/
entropy",31.8388934
DPF,8,True,entropy,credit_card,entropy,7,25,10,75.0,56621.0,75.0,23.0,76.53061224,99.86771554,50.0,99.82744656,60.48387097,87.42389498,83.53174322999999,88.19916389,0.6178037127494126,0.962759941,0.442690419,0.142663822,250,0.585354241,68.2083637,0.317916363,3,test,"credit_card/
entropy",31.791636299999997
DPF,8,True,entropy,credit_card,entropy,8,25,10,73.0,57197.0,73.0,19.0,79.34782609,99.87253361,50.0,99.83961508,61.34453782,89.02060676,85.505238346,89.61017985000001,0.6291571564666297,0.961859279,0.312150579,0.134804575,250,0.44695515399999997,68.1041,0.318959,4,test,"credit_card/
entropy",31.895899999999997
DPF,8,True,entropy,credit_card,entropy,9,25,10,77.0,57114.0,77.0,23.0,77.0,99.86536343,50.0,99.82545251,60.62992126,87.69055242,83.859609029,88.432681715,0.6196913766978829,0.958132063,0.981962831,0.292680956,250,1.274643787,68.16368320000001,0.318363168,5,test,"credit_card/
entropy",31.8363168
DPF,8,True,entropy,gateway_credit_card,entropy,0,50,30,3718.0,4348167.0,3718.0,73.0,98.07438670535478,99.91456575713742,50.0,99.9129641415018,66.23318785071703,98.99020032085548,98.62644042088957,98.9944762312461,0.6999487920794326,0.9990520084836916,2.53874178945,2.7905149456333334,1500,5.329256735083334,16.218106506278495,0.837818934937215,3,train,"gateway_credit_card/
entropy",83.7818934937215
DPF,8,True,entropy,gateway_credit_card,entropy,1,50,30,3683.0,4300438.0,3683.0,64.0,98.29196690685882,99.91443084430016,50.0,99.91301961898554,66.28273193557095,99.09987855726962,98.77870608809121,99.1031988755795,0.7007263186835793,0.9989088418584036,2.5406621349666665,2.9273694712666667,1500,5.468031606233334,17.122169422494128,0.8287783057750587,4,train,"gateway_credit_card/
entropy",82.87783057750588
DPF,8,True,entropy,gateway_credit_card,entropy,2,50,30,3717.0,4360931.0,3717.0,65.0,98.28133262823904,99.91483849327597,50.0,99.91342427370932,66.28031383737519,99.09471972034856,98.77138438775012,99.09808556075751,0.7006898169758063,0.9993208656825384,2.549473410983333,3.013771975883333,1500,5.563245386866666,15.97530958312976,0.8402469041687024,5,train,"gateway_credit_card/
entropy",84.02469041687024
DPF,8,True,entropy,gateway_credit_card,entropy,3,50,30,3725.0,4408337.0,3725.0,65.0,98.2849604221636,99.91557235596416,50.0,99.91417284818422,66.28113879003558,99.09691253799868,98.77414400230376,99.10026638906388,0.7007054906610434,0.9989211034708428,2.5979272384833334,3.0898118302,1500,5.687739068683333,15.07999885288368,0.8492000114711632,1,train,"gateway_credit_card/
entropy",84.92000114711632
DPF,8,True,entropy,gateway_credit_card,entropy,4,50,30,3700.0,4338640.0,3700.0,50.0,98.66666666666669,99.91479248515778,50.0,99.91371554661777,66.3677130044843,99.2887683738812,99.04110441221401,99.29072957591222,0.7020654777291051,0.998646528997204,2.73345934645,3.0910717398666665,1500,5.824531086316666,16.397772866241056,0.8360222713375894,2,train,"gateway_credit_card/
entropy",83.60222713375894
DPF,8,True,entropy,gateway_credit_card,entropy,5,50,30,476.0,1297692.0,476.0,448.0,51.51515151515152,99.96333294303972,50.0,99.92887339772705,50.74626865671642,71.76089633303243,66.04960594351797,75.73924222909562,0.5071634503073242,0.9787006848585312,2.53874178945,2.7905149456333334,1500,5.329256735083334,16.218106506278495,0.837818934937215,3,test,"gateway_credit_card/
entropy",83.7818934937215
DPF,8,True,entropy,gateway_credit_card,entropy,6,50,30,480.0,1298624.0,480.0,488.0,49.58677685950413,99.9630514570042,50.0,99.92554258533374,49.79253112033195,70.40486862990086,64.69965923875415,74.77491415825416,0.49755704397513645,0.9760026555868638,2.5406621349666665,2.9273694712666667,1500,5.468031606233334,17.122169422494128,0.8287783057750587,4,test,"gateway_credit_card/
entropy",82.87783057750588
DPF,8,True,entropy,gateway_credit_card,entropy,7,50,30,478.0,1297515.0,478.0,455.0,51.23258306538049,99.96317391542172,50.0,99.92817142777956,50.60878771836951,71.56375906211831,65.85176032039286,75.5978784904011,0.5057660719269996,0.9787826421350446,2.549473410983333,3.013771975883333,1500,5.563245386866666,15.97530958312976,0.8402469041687024,5,test,"gateway_credit_card/
entropy",84.02469041687024
DPF,8,True,entropy,gateway_credit_card,entropy,8,50,30,492.0,1296455.0,492.0,433.0,53.18918918918919,99.962064756694,50.0,99.9287294895028,51.54531168150864,72.91708424015444,67.22105185944064,76.57562697294159,0.5153433907190057,0.982186003090838,2.5979272384833334,3.0898118302,1500,5.687739068683333,15.07999885288368,0.8492000114711632,1,test,"gateway_credit_card/
entropy",84.92000114711632
DPF,8,True,entropy,gateway_credit_card,entropy,9,50,30,472.0,1297928.0,472.0,493.0,48.91191709844559,99.96364756623537,50.0,99.92573295417375,49.44997380827658,69.9243422751901,64.22743623878252,74.43778233234048,0.4941581191677286,0.9775429475478108,2.73345934645,3.0910717398666665,1500,5.824531086316666,16.397772866241056,0.8360222713375894,2,test,"gateway_credit_card/
entropy",83.60222713375894
DPF,8,True,entropy,pageblocks,entropy,0,25,30,442.0,2856.0,442.0,3.0,99.3258427,86.59793814,50.0,88.1111408,66.51617758,92.74380401,95.507471332,92.96189042,0.6547650651606559,0.991680241,0.312262766,0.089940928,750,0.402203694,23.6380425,0.763619575,1,train,"pageblocks/
entropy",76.3619575
DPF,8,True,entropy,pageblocks,entropy,1,25,30,453.0,3318.0,453.0,1.0,99.77973568,87.98727128,50.0,89.25443787,66.61764706,93.69816792,96.24199636,93.88350348,0.6622466283141746,0.990109092,0.341403115,0.078984973,750,0.420388088,14.746336000000005,0.85253664,2,train,"pageblocks/
entropy",85.253664
DPF,8,True,entropy,pageblocks,entropy,2,25,30,441.0,3272.0,441.0,4.0,99.1011236,88.12281174,50.0,89.2977393,66.46571213,93.45089437,95.807630042,93.61196767,0.6595867428736548,0.994895117,0.324107815,0.07834048,750,0.402448295,15.354868099999997,0.846451319,3,train,"pageblocks/
entropy",84.64513190000001
DPF,8,True,entropy,pageblocks,entropy,3,25,30,433.0,3147.0,433.0,6.0,98.6332574,87.90502793,50.0,89.0768848,66.36015326,93.11476385,95.414788559,93.269142665,0.6565399049185594,0.993340763,0.350096599,0.086456537,750,0.436553136,18.069815199999994,0.819301848,4,train,"pageblocks/
entropy",81.9301848
DPF,8,True,entropy,pageblocks,entropy,4,25,30,451.0,3355.0,451.0,2.0,99.5584989,88.15028902,50.0,89.3637004,66.56826568,93.68089694,96.136035936,93.85439396000001,0.6618318494099908,0.992060194,0.35813624,0.093561423,750,0.451697663,12.056247099999995,0.879437529,5,train,"pageblocks/
entropy",87.9437529
DPF,8,True,entropy,pageblocks,entropy,5,25,30,102.0,1013.0,102.0,12.0,89.47368421,90.85201794,50.0,90.72416599,64.1509434,90.16021718,89.887184329,90.16285107499999,0.6262783136090877,0.941514763,0.312262766,0.089940928,750,0.402203694,23.6380425,0.763619575,1,test,"pageblocks/
entropy",76.3619575
DPF,8,True,entropy,pageblocks,entropy,6,25,30,94.0,918.0,94.0,11.0,89.52380952,90.71146245,50.0,90.59982095,64.16382253,90.11567947,89.880105399,90.11763598499999,0.6258401959918973,0.933331992,0.341403115,0.078984973,750,0.420388088,14.746336000000005,0.85253664,2,test,"pageblocks/
entropy",85.253664
DPF,8,True,entropy,pageblocks,entropy,7,25,30,105.0,945.0,105.0,9.0,92.10526316,90.0,50.0,90.20618557,64.81481481,91.0465468,91.473684212,91.05263158,0.6346499320462234,0.929167316,0.324107815,0.07834048,750,0.402448295,15.354868099999997,0.846451319,3,test,"pageblocks/
entropy",84.64513190000001
DPF,8,True,entropy,pageblocks,entropy,8,25,30,101.0,954.0,101.0,19.0,84.16666667,90.42654028,50.0,89.78723404,62.73291925,87.24047498,86.044628753,87.296603475,0.5986652183610496,0.929366817,0.350096599,0.086456537,750,0.436553136,18.069815199999994,0.819301848,4,test,"pageblocks/
entropy",81.9301848
DPF,8,True,entropy,pageblocks,entropy,9,25,30,90.0,1019.0,90.0,16.0,84.90566038,91.8845807,50.0,91.27572016,62.93706294,88.32621923,86.999336476,88.39512054,0.6099838114741774,0.951454205,0.35813624,0.093561423,750,0.451697663,12.056247099999995,0.879437529,5,test,"pageblocks/
entropy",87.9437529
DPF,10,True,drop3,credit_card,drop3-boundaries,0,25,30,385.0,218802.0,385.0,4.0,98.97172236503856,99.82435089672288,50.0,99.82284038328416,66.43658326143228,99.39712240412518,99.22751092454385,99.39803663088071,0.7028245196097862,0.9999908594828296,0.0436750390166666,0.0299852937333333,750,0.07366033274999989,3.769898761074375,0.9623010123892562,1,train,"credit_card/
drop3-boundaries",96.23010123892563
DPF,10,True,drop3,credit_card,drop3-boundaries,1,25,30,384.0,219248.0,384.0,8.0,97.95918367346938,99.82516208931304,50.0,99.82183761771442,66.20689655172413,98.8877716825537,98.51897719822247,98.89217288139122,0.6992038688476001,0.998683055186868,0.06186159215,0.0327724435333333,750,0.0946340356833333,3.693261540620163,0.9630673845937984,2,train,"credit_card/
drop3-boundaries",96.30673845937984
DPF,10,True,drop3,credit_card,drop3-boundaries,2,25,30,391.0,219867.0,391.0,5.0,98.73737373737372,99.82248090875248,50.0,99.8205335049444,66.383701188455,99.27844481497152,99.06290588878733,99.2799273230631,0.7019806694086176,0.9999886297482172,0.0462883760166666,0.0313975755833333,750,0.0776859515999999,3.4569362261669956,0.96543063773833,3,train,"credit_card/
drop3-boundaries",96.543063773833
DPF,10,True,drop3,credit_card,drop3-boundaries,3,25,30,393.0,219572.0,393.0,6.0,98.49624060150376,99.82133521242017,50.0,99.81893594234992,66.32911392405063,99.1565744176648,98.89376898477867,99.15878790696196,0.701114123130145,0.9999863374290684,0.0556238143666666,0.0350332006833333,750,0.0906570150499999,3.425764134624676,0.9657423586537532,4,train,"credit_card/
drop3-boundaries",96.57423586537533
DPF,10,True,drop3,credit_card,drop3-boundaries,4,25,30,387.0,219708.0,387.0,5.0,98.72448979591836,99.82416683704764,50.0,99.82221174037473,66.38078902229846,99.27280564328863,99.05439290825714,99.27432831648301,0.7019407784751122,0.9974179274324884,0.060778427,0.0323578322166666,750,0.0931362592166666,3.235705304622305,0.967642946953777,5,train,"credit_card/
drop3-boundaries",96.7642946953777
DPF,10,True,drop3,credit_card,drop3-boundaries,5,25,30,76.0,56920.0,76.0,27.0,73.7864077669903,99.86665730928486,50.0,99.81961155186606,59.6078431372549,85.8417258595677,81.61048262967867,86.82653253813757,0.6065608936782015,0.9631775716145136,0.0436750390166666,0.0299852937333333,750,0.07366033274999989,3.769898761074375,0.9623010123892562,1,test,"credit_card/
drop3-boundaries",96.23010123892563
DPF,10,True,drop3,credit_card,drop3-boundaries,6,25,30,78.0,56639.0,78.0,22.0,78.0,99.86247509565034,50.0,99.82399633912384,60.9375,88.25685841599352,84.55874252869509,88.93123754782516,0.6237067064230372,0.975415619036796,0.06186159215,0.0327724435333333,750,0.0946340356833333,3.693261540620163,0.9630673845937984,2,test,"credit_card/
drop3-boundaries",96.30673845937984
DPF,10,True,drop3,credit_card,drop3-boundaries,7,25,30,77.0,56556.0,77.0,19.0,80.20833333333334,99.86403686896332,50.0,99.8307743834723,61.6,89.49820086011842,86.10504439402233,90.03618510114833,0.632529001752557,0.9693442764299494,0.0462883760166666,0.0313975755833333,750,0.0776859515999999,3.4569362261669956,0.96543063773833,3,test,"credit_card/
drop3-boundaries",96.543063773833
DPF,10,True,drop3,credit_card,drop3-boundaries,8,25,30,74.0,56933.0,74.0,19.0,79.56989247311827,99.87019138000596,50.0,99.8371278458844,61.410788381742734,89.14404292703365,85.65998214518457,89.72004192656212,0.6300280912851923,0.9566233163209564,0.0556238143666666,0.0350332006833333,750,0.0906570150499999,3.425764134624676,0.9657423586537532,4,test,"credit_card/
drop3-boundaries",96.57423586537533
DPF,10,True,drop3,credit_card,drop3-boundaries,9,25,30,81.0,57239.0,81.0,19.0,81.0,99.85868806699231,50.0,99.82584465343086,61.83206106870229,89.93638714906429,86.6576064200977,90.42934403349616,0.6356297081248047,0.9653513256994052,0.060778427,0.0323578322166666,750,0.0931362592166666,3.235705304622305,0.967642946953777,5,test,"credit_card/
drop3-boundaries",96.7642946953777
DPF,10,True,drop3,credit_card,drop3-one,0,25,10,347.0,218575.0,347.0,42.0,89.20308483,99.84149606,50.0,99.82262632,64.08125577,94.37250364,92.39460819899999,94.522290445,0.6671220539366671,0.99846716,0.037936588,0.027186963,250,0.065123551,3.869118199999999,0.961308818,1,train,"credit_card/
drop3-one",96.1308818
DPF,10,True,drop3,credit_card,drop3-one,1,25,10,343.0,217728.0,343.0,49.0,87.5,99.84271178,50.0,99.82056458,63.63636364,93.46784089,91.202813534,93.67135589,0.6606943598089982,0.996988949,0.035860106,0.027835017,250,0.063695123,4.359302700000001,0.956406973,2,train,"credit_card/
drop3-one",95.6406973
DPF,10,True,drop3,credit_card,drop3-one,2,25,10,344.0,218029.0,344.0,52.0,86.86868687,99.84247137,50.0,99.81898715,63.46863469,93.12993279,90.76082222,93.35557912,0.6582925140464524,0.995558012,0.035248704,0.027070864,250,0.062319568,4.261231600000004,0.957387684,3,train,"credit_card/
drop3-one",95.7387684
DPF,10,True,drop3,credit_card,drop3-one,3,25,10,350.0,218168.0,350.0,49.0,87.71929825,99.83983013,50.0,99.81773914,63.69426752,93.58354469,91.35545781399999,93.77956419,0.6615126834495223,0.994238009,0.0391254,0.026523811,250,0.065649211,4.040408500000003,0.959595915,4,train,"credit_card/
drop3-one",95.9595915
DPF,10,True,drop3,credit_card,drop3-one,4,25,10,338.0,216864.0,338.0,54.0,86.2244898,99.84438449,50.0,99.81984797,63.29588015,92.78486467,90.310458207,93.034437145,0.6558430527615857,0.994027576,0.036664959,0.027942316,250,0.06460727499999999,4.485144799999996,0.955148552,5,train,"credit_card/
drop3-one",95.5148552
DPF,10,True,drop3,credit_card,drop3-one,5,25,10,76.0,56921.0,76.0,27.0,73.78640777,99.86665965,50.0,99.81961471,59.60784314,85.84172687,81.610483334,86.82653371,0.6065609083661703,0.968898744,0.037936588,0.027186963,250,0.065123551,3.869118199999999,0.961308818,1,test,"credit_card/
drop3-one",96.1308818
DPF,10,True,drop3,credit_card,drop3-one,6,25,10,77.0,56639.0,77.0,23.0,77.0,99.86423584,50.0,99.82399324,60.62992126,87.69005736,83.859270752,88.43211792,0.6196847385124407,0.975105684,0.035860106,0.027835017,250,0.063695123,4.359302700000001,0.956406973,2,test,"credit_card/
drop3-one",95.6406973
DPF,10,True,drop3,credit_card,drop3-one,7,25,10,78.0,56553.0,78.0,18.0,81.25,99.86226625,50.0,99.83076842,61.9047619,90.07668473,86.833679875,90.556133125,0.6366343101113433,0.95332928,0.035248704,0.027070864,250,0.062319568,4.261231600000004,0.957387684,3,test,"credit_card/
drop3-one",95.7387684
DPF,10,True,drop3,credit_card,drop3-one,8,25,10,74.0,56931.0,74.0,19.0,79.56989247,99.87018683,50.0,99.83712214,61.41078838,89.14404089,85.65998077799999,89.72003964999999,0.6300280658391175,0.94561632,0.0391254,0.026523811,250,0.065649211,4.040408500000003,0.959595915,4,test,"credit_card/
drop3-one",95.9595915
DPF,10,True,drop3,credit_card,drop3-one,9,25,10,82.0,57239.0,82.0,18.0,82.0,99.85694597,50.0,99.82584769,62.12121212,90.48905773,87.357083791,90.928472985,0.6395524955015313,0.965751905,0.036664959,0.027942316,250,0.06460727499999999,4.485144799999996,0.955148552,5,test,"credit_card/
drop3-one",95.5148552
DPF,10,True,drop3,gateway_credit_card,drop3-boundaries,0,50,30,3697.0,4945915.0,3697.0,63.0,98.3244680851064,99.92530727661078,50.0,99.92409211341284,66.29012013627398,99.12165599006892,98.8047198425577,99.12488768085859,0.7008825594371881,0.9989140090565628,7.4743178219,1.6985122431,1500,9.172830065,4.701372734683562,0.9529862726531644,2,train,"gateway_credit_card/
drop3-boundaries",95.29862726531644
DPF,10,True,drop3,gateway_credit_card,drop3-boundaries,1,50,30,3680.0,4974685.0,3680.0,86.0,97.71640998406798,99.92608014880388,50.0,99.92440985594315,66.15135718137695,98.81506876950174,98.37931103348873,98.82124506643592,0.6987099333661774,0.9995840797094304,8.2442664864,1.7842297652,1500,10.0284962516,4.1691658434461765,0.9583083415655382,3,train,"gateway_credit_card/
drop3-boundaries",95.83083415655382
DPF,10,True,drop3,gateway_credit_card,drop3-boundaries,2,50,30,487.0,1298200.0,487.0,468.0,50.99476439790576,99.96250058713146,50.0,99.92651822578831,50.49248315189217,71.39722799987605,65.68508525467347,75.47863249251861,0.5045816986541449,0.9858477594918428,7.4743178219,1.6985122431,1500,9.172830065,4.701372734683562,0.9529862726531644,2,test,"gateway_credit_card/
drop3-boundaries",95.29862726531644
DPF,10,True,drop3,gateway_credit_card,drop3-boundaries,3,50,30,470.0,1297024.0,470.0,479.0,49.52581664910432,99.96377632574794,50.0,99.92691246361989,49.76177871889889,70.36183381536519,64.6572045520974,74.74479648742613,0.49725774386334853,0.981372791734156,8.2442664864,1.7842297652,1500,10.0284962516,4.1691658434461765,0.9583083415655382,3,test,"gateway_credit_card/
drop3-boundaries",95.83083415655382
