tipo,tp,fn,tn,fp,TPR,SPC,PPV,ACC,F1,MGEO,PEXC,MCC,areaRoc,trees,impurity,depth,bins
train,1228,2356,4867979,81,34.26339286,99.99833609,93.81207028,99.94997582,50.19415492,58.53445374,0.342617289,0.566789761,0.657368343,2,gini,10,32
test,423,838,1621489,47,33.54480571,99.99710151,90,99.94546453,48.87348354,57.91703844,0.335419072,0.549275802,0.667709536,2,gini,10,64
train,1353,2101,4866725,59,39.17197452,99.9987877,95.82152975,99.95564898,55.61035758,62.58713897,0.391707622,0.612512209,0.667709536,2,gini,10,64
test,334,813,1623199,65,29.11944202,99.99599572,83.70927318,99.94594964,43.20827943,53.96135284,0.291154377,0.49353567,0.645577189,2,gini,10,128
train,1130,2438,4865007,49,31.67040359,99.99899282,95.84393554,99.94891781,47.60901622,56.27618023,0.316693964,0.550793367,0.645577189,2,gini,10,128
test,493,688,1620204,97,41.7442845,99.99401346,83.55932203,99.9515875,55.67476002,64.60788301,0.41738298,0.590411066,0.70869149,2,gini,20,32
train,2345,1189,4867916,103,66.35540464,99.99788415,95.79248366,99.97347868,78.40187228,81.45796502,0.663532888,0.797152811,0.70869149,2,gini,20,32
test,524,650,1621516,154,44.63373083,99.99050362,77.28613569,99.95045735,56.587473,66.80530836,0.446242345,0.587115538,0.723121172,2,gini,20,64
train,2334,1207,4866506,144,65.91358373,99.99704109,94.18886199,99.97225981,77.55441103,81.18597995,0.659106248,0.787807871,0.723121172,2,gini,20,64
test,505,695,1622376,134,42.08333333,99.99174119,79.02973396,99.94894408,54.9211528,64.86898932,0.420750745,0.576487666,0.710375373,2,gini,20,128
train,2367,1148,4865704,106,67.33997155,99.99782153,95.71370805,99.97424694,79.05811623,82.06004178,0.673377931,0.802717976,0.710375373,2,gini,20,128
test,535,638,1620965,44,45.60954817,99.99728564,92.40069085,99.95795786,61.07305936,67.53392493,0.456068338,0.649023005,0.728034169,2,gini,30,32
train,2442,1100,4867287,24,68.94409938,99.99950691,99.02676399,99.97692396,81.29161119,83.03237888,0.689436063,0.826178217,0.728034169,2,gini,30,32
test,495,727,1624392,25,40.50736498,99.99846099,95.19230769,99.95374127,56.83122847,63.64490676,0.40505826,0.620808426,0.70252913,2,gini,30,64
train,2375,1118,4863881,22,67.99312912,99.99954769,99.08218607,99.97657885,80.64516129,82.45775984,0.679926768,0.820688769,0.70252913,2,gini,30,64
test,497,647,1621592,39,43.44405594,99.99759501,92.7238806,99.95772673,59.16666667,65.91131247,0.43441651,0.634534937,0.717208255,2,gini,30,128
train,2453,1118,4866668,21,68.69224307,99.9995685,99.15117219,99.97661316,81.1579818,82.88060488,0.686918116,0.825184584,0.717208255,2,gini,30,128
test,327,866,1621977,35,27.40989103,99.99784219,90.33149171,99.94449253,42.05787781,52.35389152,0.274077332,0.497425257,0.637038666,2,entropy,10,32
train,1090,2432,4866236,72,30.94832482,99.99852044,93.80378657,99.94858137,46.54141759,55.63080704,0.309468453,0.538645097,0.637038666,2,entropy,10,32
test,365,846,1620448,38,30.14037985,99.99765502,90.5707196,99.9454892,45.22924411,54.89961117,0.301380349,0.522307466,0.650690174,2,entropy,10,64
train,1120,2384,4867767,67,31.96347032,99.99862362,94.35551811,99.94968528,47.75101258,56.53585622,0.319620939,0.549020523,0.650690174,2,entropy,10,64
test,369,778,1621407,44,32.17088056,99.99728638,89.34624697,99.9493405,47.30769231,56.71861032,0.321681669,0.535962891,0.660840835,2,entropy,10,128
train,1102,2466,4866788,81,30.88565022,99.99833569,93.15300085,99.9477049,46.39023364,55.57439715,0.308839859,0.53622494,0.660840835,2,entropy,10,128
test,487,685,1620659,70,41.55290102,99.99568096,87.43267504,99.95344969,56.33314054,64.46014764,0.41548582,0.602573505,0.70774291,2,entropy,20,32
train,2377,1166,4867519,72,67.09003669,99.99852083,97.0600245,99.97458497,79.33911883,81.90790213,0.670885575,0.806846351,0.70774291,2,entropy,20,32
test,530,653,1623526,104,44.80135249,99.9935946,83.59621451,99.95341002,58.33791965,66.93166873,0.447949471,0.611791388,0.723974735,2,entropy,20,64
train,2417,1115,4864593,97,68.43148358,99.99800604,96.141607,99.97510385,79.95368839,82.72249941,0.684294896,0.811008816,0.723974735,2,entropy,20,64
test,539,653,1619359,65,45.21812081,99.99598623,89.2384106,99.95569586,60.02227171,67.24307091,0.45214107,0.63506004,0.726070535,2,entropy,20,128
train,2376,1147,4868799,97,67.44252058,99.99800776,96.0776385,99.97446853,79.25283522,82.12257726,0.674405283,0.804856403,0.726070535,2,entropy,20,128
test,524,672,1621108,30,43.81270903,99.99814945,94.58483755,99.95672901,59.88571429,66.19055692,0.438108585,0.64358586,0.719054292,2,entropy,30,32
train,2496,1023,4867156,26,70.92924126,99.99946581,98.96907216,99.97846306,82.63532528,84.21927473,0.709287071,0.83775043,0.719054292,2,entropy,30,32
test,497,636,1623199,39,43.86584289,99.99759739,92.7238806,99.95844545,59.55662073,66.23049824,0.438634403,0.637610416,0.719317201,2,entropy,30,64
train,2491,1091,4865062,20,69.54215522,99.99958891,99.20350458,99.9771806,81.76596094,83.39176778,0.695417441,0.83049537,0.719317201,2,entropy,30,64
test,532,658,1622097,33,44.70588235,99.99796564,94.15929204,99.95743292,60.62678063,66.86177748,0.44703848,0.648650138,0.72351924,2,entropy,30,128
train,2459,1066,4866164,26,69.75886525,99.9994657,98.95372233,99.97757569,81.83028286,83.52154963,0.697583309,0.830741759,0.72351924,2,entropy,30,128
test,379,815,1622146,35,31.74204355,99.99784241,91.54589372,99.94763995,47.13930348,56.3394699,0.31739886,0.538893528,0.65869943,2,gini,10,32
train,1198,2323,4866077,62,34.02442488,99.99872589,95.07936508,99.95102327,50.11503869,58.33008775,0.340231508,0.56861904,0.65869943,2,gini,10,32
test,352,820,1621307,73,30.03412969,99.99549766,82.82352941,99.94496324,44.08265498,54.80216917,0.300296274,0.498562102,0.650148137,2,gini,10,64
train,1218,2325,4866835,105,34.37764606,99.99784259,92.06349206,99.95010762,50.06165228,58.63182105,0.343754886,0.562413203,0.650148137,2,gini,10,64
test,447,778,1623178,65,36.48979592,99.99599567,87.3046875,99.94810609,51.46804836,60.40557486,0.364857916,0.56423689,0.682428958,2,gini,10,128
train,1359,2131,4865006,71,38.93982808,99.99854062,95.03496503,99.95477109,55.24390244,62.40132995,0.389383687,0.608177741,0.682428958,2,gini,10,128
test,491,663,1622526,114,42.54766031,99.99297441,81.15702479,99.9521491,55.82717453,65.22627621,0.425406347,0.587429464,0.712703174,2,gini,20,32
train,2357,1204,4865557,123,66.18927268,99.99747209,95.04032258,99.97274729,78.03343817,81.35576161,0.661867448,0.793017791,0.712703174,2,gini,20,32
test,521,677,1623815,149,43.48914858,99.99082492,77.76119403,99.9491743,55.78158458,65.94327746,0.434799735,0.581312536,0.717399868,2,gini,20,64
train,2379,1138,4864235,121,67.64287745,99.99751252,95.16,99.97413655,79.07595147,82.24426718,0.6764039,0.802189343,0.717399868,2,gini,20,64
test,519,653,1621165,129,44.28327645,99.99204339,80.09259259,99.95180176,57.03296703,66.54303345,0.442753198,0.595343806,0.721376599,2,gini,20,128
train,2383,1160,4866881,145,67.2593847,99.99702077,94.26424051,99.97320642,78.50436501,82.01059742,0.672564055,0.796132611,0.721376599,2,gini,20,128
test,521,634,1623015,46,45.10822511,99.99716585,91.88712522,99.95813365,60.51103368,67.16170536,0.45105391,0.64364924,0.725526955,2,gini,30,32
train,2421,1139,4865228,31,68.00561798,99.99936283,98.73572594,99.97596953,80.53892216,82.46525612,0.680049808,0.819324689,0.725526955,2,gini,30,32
test,484,679,1620998,41,41.61650903,99.99747076,92.19047619,99.95561589,57.34597156,64.51004297,0.416139798,0.619247142,0.708069899,2,gini,30,64
train,2438,1114,4867263,18,68.63738739,99.99963018,99.26710098,99.97675962,81.15845539,82.84753077,0.686370176,0.825337941,0.708069899,2,gini,30,64
test,496,705,1621869,24,41.29891757,99.99852025,95.38461538,99.95508578,57.64090645,64.26375841,0.412974378,0.627482738,0.706487189,2,gini,30,128
train,2400,1114,4866400,27,68.29823563,99.99944518,98.88751545,99.97657056,80.79447904,82.64251732,0.682976808,0.821719227,0.706487189,2,gini,30,128
test,255,896,1621839,38,22.15464813,99.99765704,87.03071672,99.94245324,35.31855956,47.06817296,0.221523052,0.438942803,0.610761526,2,entropy,10,32
train,853,2711,4866402,41,23.93378227,99.9991575,95.41387025,99.94349084,38.26828174,48.9219589,0.239329398,0.477723967,0.610761526,2,entropy,10,32
test,399,798,1621040,45,33.33333333,99.99722408,89.86486486,99.94803616,48.62888483,57.73422557,0.333305574,0.547138562,0.666652787,2,entropy,10,64
train,1154,2364,4867171,64,32.80272882,99.99868509,94.7454844,99.95015144,48.73310811,57.27329002,0.328014139,0.557332347,0.666652787,2,entropy,10,64
test,371,796,1621146,26,31.79091688,99.99839622,93.45088161,99.94933241,47.44245524,56.38298238,0.317893131,0.544901754,0.658946566,2,entropy,10,128
train,1149,2399,4867083,65,32.38444194,99.99866452,94.64579901,99.94941175,48.25703486,56.90694988,0.323831065,0.55347354,0.658946566,2,entropy,10,128
test,544,645,1622692,78,45.75273339,99.9951934,87.45980707,99.95547917,60.07730536,67.63914121,0.457479268,0.632399174,0.728739634,2,entropy,20,32
train,2317,1209,4865488,62,65.71185479,99.99872574,97.39386297,99.97389648,78.47586791,81.06233247,0.657105805,0.799885921,0.728739634,2,entropy,20,32
test,526,697,1622196,85,43.00899428,99.99476046,86.08837971,99.95183258,57.36095965,65.57952486,0.430037547,0.608298992,0.715018774,2,entropy,20,64
train,2288,1204,4865964,75,65.52119129,99.99845871,96.82606856,99.97373464,78.15542272,80.94453744,0.6551965,0.796391195,0.715018774,2,entropy,20,64
test,509,687,1622017,78,42.55852843,99.9951914,86.7120954,99.95287351,57.09478407,65.23532935,0.425537198,0.60729899,0.712768599,2,entropy,20,128
train,2362,1157,4866152,73,67.12134129,99.99849986,97.00205339,99.974742,79.34161908,81.92700066,0.671198412,0.806794083,0.712768599,2,entropy,20,128
test,518,651,1621905,27,44.31137725,99.99833532,95.04587156,99.95822811,60.44340723,66.56623739,0.443097126,0.648820273,0.721548563,2,entropy,30,32
train,2489,1057,4866369,19,70.19176537,99.99960957,99.24242424,99.97790524,82.22662702,83.78036245,0.701913749,0.834532081,0.721548563,2,entropy,30,32
test,541,643,1622469,40,45.69256757,99.99753468,93.11531842,99.9579354,61.30311615,67.59544445,0.456901022,0.652122565,0.728450511,2,entropy,30,64
train,2435,1096,4865792,19,68.96063438,99.99960952,99.22575387,99.97710163,81.3700919,83.0423778,0.689602439,0.827108169,0.728450511,2,entropy,30,64
test,514,653,1622107,26,44.0445587,99.99839717,95.18518519,99.95817163,60.22261277,66.36554282,0.440429559,0.647337981,0.720214779,2,entropy,30,128
train,2430,1118,4866170,17,68.48928974,99.99965065,99.30527176,99.97669278,81.0675563,82.75811167,0.684889404,0.82460534,0.720214779,2,entropy,30,128
test,372,841,1621980,7,30.66776587,99.99956843,98.1530343,99.94775752,46.73366834,55.37836538,0.306673343,0.548498189,0.653336672,10,gini,10,32
train,1067,2435,4866318,15,30.46830383,99.99969176,98.61367837,99.94969029,46.55322862,55.19801619,0.304679956,0.547999756,0.653336672,10,gini,10,32
test,364,826,1621524,6,30.58823529,99.99962998,98.37837838,99.94872806,46.66666667,55.30652955,0.305878653,0.548418384,0.652939326,10,gini,10,64
train,1157,2368,4866783,7,32.82269504,99.99985617,99.39862543,99.95123519,49.34954148,57.29105325,0.328225512,0.571044676,0.652939326,10,gini,10,64
test,310,862,1623616,14,26.45051195,99.99913773,95.67901235,99.94608574,41.44385027,51.42983946,0.264496497,0.502918766,0.632248248,10,gini,10,128
train,1109,2434,4864671,19,31.30115721,99.99960943,98.31560284,99.94961211,47.4844787,55.94732787,0.313007666,0.55459791,0.632248248,10,gini,10,128
test,534,639,1622007,18,45.52429668,99.99889028,96.73913043,99.95952435,61.91304348,67.47132093,0.45523187,0.663481787,0.727615935,10,gini,20,32
train,2635,907,4866285,10,74.39299831,99.9997945,99.62192817,99.9811698,85.17860029,86.2512872,0.743927928,0.860800044,0.727615935,10,gini,20,32
test,572,586,1620988,19,49.3955095,99.99882789,96.78510998,99.96270416,65.40880503,70.28152711,0.493943374,0.691292368,0.746971687,10,gini,20,64
train,2628,929,4867308,5,73.88248524,99.99989727,99.81010254,99.98082478,84.91114701,85.95487732,0.738823825,0.858650004,0.746971687,10,gini,20,64
test,533,642,1622284,13,45.36170213,99.99919867,97.61904762,99.95965437,61.94073213,67.35082674,0.453609008,0.665303956,0.726804504,10,gini,20,128
train,2602,938,4866016,7,73.50282486,99.99985615,99.73169797,99.98059374,84.63164742,85.73372681,0.73502681,0.856103415,0.726804504,10,gini,20,128
test,567,610,1621896,16,48.17332201,99.99901351,97.25557461,99.96143157,64.43181818,69.40666163,0.481723355,0.684340345,0.740861678,10,gini,30,32
train,3141,397,4866401,7,88.77897117,99.99985616,99.77763659,99.99170422,93.95752318,94.22252569,0.887788273,0.941138532,0.740861678,10,gini,30,32
test,597,618,1622605,13,49.13580247,99.99919883,97.86885246,99.96114132,65.42465753,70.09665385,0.491350013,0.693319227,0.745675006,10,gini,30,64
train,3126,374,4865694,8,89.31428571,99.99983558,99.74473516,99.99215477,94.24178475,94.50615793,0.893141213,0.943818146,0.745675006,10,gini,30,64
test,540,607,1622407,22,47.0793374,99.99864401,96.08540925,99.96125836,63.19485079,68.61391915,0.470779814,0.672439322,0.735389907,10,gini,30,128
train,3197,371,4865883,8,89.60201794,99.99983559,99.75039002,99.99221679,94.40425218,94.65826463,0.896018535,0.945364306,0.735389907,10,gini,30,128
test,294,883,1624194,1,24.97875956,99.99993843,99.66101695,99.94561245,39.94565217,49.97873966,0.24978698,0.498803088,0.62489349,10,gini,10,32
train,965,2573,4864119,6,27.27529678,99.99987665,99.38208033,99.9470177,42.80328232,52.22572463,0.272751734,0.52050182,0.62489349,10,gini,10,32
test,356,819,1622866,12,30.29787234,99.99926057,96.73913043,99.94883172,46.14387557,55.0432996,0.302971329,0.541238402,0.651485665,10,gini,10,64
train,1116,2424,4865431,11,31.52542373,99.99977392,99.02395741,99.94998955,47.82515535,56.14744202,0.315251976,0.558585714,0.651485665,10,gini,10,64
test,378,804,1622287,6,31.97969543,99.99963015,98.4375,99.95010702,48.27586207,56.5504882,0.319793256,0.560926088,0.659896628,10,gini,10,128
train,1095,2438,4866017,10,30.99348995,99.99979449,99.09502262,99.94972852,47.21862872,55.67173992,0.309932844,0.554051275,0.659896628,10,gini,10,128
test,573,601,1621276,23,48.80749574,99.99858138,96.1409396,99.96154019,64.74576271,69.8618661,0.488060771,0.684868861,0.744030386,10,gini,20,32
train,2606,935,4867011,10,73.59502965,99.99979454,99.617737,99.98059772,84.65161605,85.78745738,0.735948242,0.856150471,0.744030386,10,gini,20,32
test,556,580,1621214,20,48.94366197,99.99876637,96.52777778,99.96301707,64.95327103,69.95931545,0.489424283,0.687208376,0.744712142,10,gini,20,64
train,2696,883,4867081,5,75.328304,99.99989727,99.81488338,99.9817684,85.85987261,86.79183522,0.753282013,0.867035711,0.744712142,10,gini,20,64
test,543,600,1622090,13,47.50656168,99.99919857,97.6618705,99.96223616,63.91995291,68.92472775,0.475057603,0.681009901,0.737528801,10,gini,20,128
train,2650,922,4866213,4,74.1881299,99.9999178,99.8492841,99.9809848,85.12688725,86.13249614,0.741880477,0.860593869,0.737528801,10,gini,20,128
test,570,600,1623608,17,48.71794872,99.99895296,97.10391823,99.96202598,64.88332385,69.79787864,0.487169017,0.687662881,0.743584508,10,gini,30,32
train,3108,437,4864682,13,87.67277856,99.99973277,99.58346684,99.99075641,93.24932493,93.63361804,0.876725113,0.934341753,0.743584508,10,gini,30,32
test,528,573,1621715,17,47.95640327,99.99895174,96.88073394,99.96364383,64.15552855,69.25019896,0.47955355,0.681487798,0.739776775,10,gini,30,64
train,3232,382,4866583,5,89.42999447,99.99989726,99.84553599,99.99205372,94.35118961,94.56738475,0.894298917,0.944906003,0.739776775,10,gini,30,64
test,535,612,1621856,13,46.64341761,99.99919846,97.62773723,99.96149145,63.12684366,68.29571271,0.466426161,0.674674269,0.73321308,10,gini,30,128
train,3175,393,4866447,4,88.98542601,99.9999178,99.87417427,99.99184808,94.11590336,94.33204804,0.889853438,0.942688664,0.73321308,10,gini,30,128
test,330,901,1622810,7,26.8074736,99.99956865,97.92284866,99.94409032,42.09183673,51.77582251,0.268070423,0.512204492,0.634035211,10,gini,10,32
train,1019,2465,4865489,14,29.24799082,99.99971226,98.6447241,99.94908592,45.11844144,54.0813338,0.292477031,0.536996329,0.634035211,10,gini,10,32
test,352,785,1621888,6,30.95866315,99.99963006,98.32402235,99.95126402,47.090301,55.64040674,0.309582932,0.551583742,0.654791466,10,gini,10,64
train,1159,2419,4866407,19,32.39239799,99.99960957,98.38709677,99.94993844,48.73843566,56.9142087,0.323920076,0.564388717,0.654791466,10,gini,10,64
test,374,883,1622220,3,29.75338107,99.99981507,99.20424403,99.94542588,45.77723378,54.54660947,0.297531961,0.543141298,0.648765981,10,gini,10,128
train,1070,2388,4866089,8,30.94274147,99.9998356,99.25788497,99.95079633,47.17813051,55.62615446,0.309425771,0.554055684,0.648765981,10,gini,10,128
test,570,616,1622347,19,48.06070826,99.99882887,96.77419355,99.96088823,64.22535211,69.32542492,0.480595371,0.681843005,0.740297686,10,gini,20,32
train,2608,921,4865944,10,73.90195523,99.99979449,99.61802903,99.98088093,84.85440052,85.96615808,0.739017497,0.857936369,0.740297686,10,gini,20,32
test,572,610,1622711,13,48.39255499,99.99919888,97.77777778,99.96163571,64.74250141,69.56447894,0.483917539,0.687736848,0.741958769,10,gini,20,64
train,2575,958,4865594,2,72.88423436,99.9999589,99.92239038,99.98028395,84.28805237,85.37224631,0.728841933,0.853306982,0.741958769,10,gini,20,64
test,537,670,1620666,24,44.49047225,99.99851915,95.72192513,99.9572106,60.74660633,66.70068471,0.444889914,0.652436468,0.722444957,10,gini,20,128
train,2611,897,4867624,6,74.42987457,99.99987674,99.77072984,99.98146224,85.25714286,86.2726972,0.744297513,0.861657663,0.722444957,10,gini,20,128
test,625,622,1622100,14,50.12028869,99.99913693,97.80907668,99.96082202,66.27783669,70.79537846,0.501194256,0.700015259,0.750597128,10,gini,30,32
train,3088,380,4866200,6,89.04267589,99.9998767,99.80607628,99.99207339,94.11764706,94.36236861,0.890425526,0.942671338,0.750597128,10,gini,30,32
test,573,673,1623366,16,45.98715891,99.9990144,97.28353141,99.95759029,62.45231608,67.81349841,0.459861733,0.668714563,0.729930867,10,gini,30,64
train,3063,406,4864933,5,88.296339,99.99989722,99.83702738,99.99155781,93.71271225,93.96608338,0.882962362,0.938855524,0.729930867,10,gini,30,64
test,617,627,1623084,19,49.59807074,99.9988294,97.01257862,99.96023017,65.63829787,70.42548555,0.495969001,0.693513372,0.747984501,10,gini,30,128
train,3086,385,4865210,7,88.90809565,99.99985612,99.77368251,99.99194855,94.02803169,94.2910217,0.889079518,0.941805195,0.747984501,10,gini,30,128
test,337,798,1623101,6,29.69162996,99.99963034,98.25072886,99.95049999,45.60216509,54.48992586,0.296912603,0.539974898,0.648456301,10,gini,10,32
train,1089,2491,4865203,10,30.41899441,99.99979446,99.09008189,99.94863203,46.54840778,55.15336063,0.304187889,0.548875544,0.648456301,10,gini,10,32
test,340,848,1621819,4,28.61952862,99.99975336,98.8372093,99.94750498,44.38642298,53.49715697,0.28619282,0.531709914,0.64309641,10,gini,10,64
train,1119,2408,4866486,11,31.7266799,99.99977396,99.02654867,99.95032879,48.05668886,56.32637764,0.317264539,0.560374173,0.64309641,10,gini,10,64
test,361,824,1622259,6,30.46413502,99.99963015,98.36512262,99.94887431,46.52061856,55.19422284,0.304637652,0.547268255,0.652318826,10,gini,10,128
train,1094,2436,4866043,12,30.99150142,99.99975339,98.91500904,99.94972878,47.1958585,55.66994251,0.309912548,0.553529544,0.652318826,10,gini,10,128
test,589,641,1623063,17,47.88617886,99.99895261,97.19471947,99.95949049,64.16122004,69.19947782,0.478851315,0.682077087,0.739425657,10,gini,20,32
train,2591,894,4865228,12,74.3472023,99.99975335,99.53899347,99.98139143,85.11826544,86.22471741,0.743469556,0.860177612,0.739425657,10,gini,20,32
test,584,598,1622143,19,49.40778342,99.99882872,96.84908789,99.96199204,65.43417367,70.29025872,0.494066121,0.691604267,0.747033061,10,gini,20,64
train,2622,911,4866149,9,74.21454854,99.99981505,99.65792474,99.98110763,85.07462687,86.14778655,0.742143636,0.859922109,0.747033061,10,gini,20,64
test,564,655,1622806,14,46.26743232,99.9991373,97.57785467,99.95880641,62.77128548,68.01987443,0.462665696,0.671768259,0.731332848,10,gini,20,128
train,2598,898,4865494,6,74.31350114,99.99987668,99.76958525,99.98143354,85.18032787,86.20522577,0.743133778,0.860978721,0.731332848,10,gini,20,128
test,586,592,1620311,24,49.74533107,99.99851882,96.06557377,99.96201079,65.54809843,70.52984776,0.497438499,0.691147936,0.748719249,10,gini,30,32
train,3127,410,4867974,11,88.40825558,99.99977403,99.64945825,99.99135794,93.6928839,94.02555813,0.884080296,0.938566338,0.748719249,10,gini,30,32
test,577,635,1623934,21,47.60726073,99.99870686,96.48829431,99.95963492,63.75690608,68.99756887,0.476059676,0.677610347,0.738029838,10,gini,30,64
train,3116,387,4864359,6,88.95232658,99.99987665,99.8078155,99.99192665,94.06792453,94.31448291,0.889522032,0.942200481,0.738029838,10,gini,30,64
test,564,596,1620428,22,48.62068966,99.99864235,96.24573379,99.96188973,64.604811,69.72806433,0.48619332,0.683930969,0.74309666,10,gini,30,128
train,3122,433,4867862,8,87.81997187,99.99983566,99.74440895,99.99094721,93.40314136,93.71223375,0.878198075,0.935882135,0.74309666,10,gini,30,128
test,336,842,1620520,5,28.5229202,99.99969146,98.53372434,99.94777095,44.23963134,53.40677129,0.285226117,0.529996031,0.642613058,10,entropy,10,32
train,1088,2449,4867771,24,30.76053152,99.99950696,97.84172662,99.9492336,46.80576468,55.46204095,0.307600385,0.548458613,0.642613058,10,entropy,10,32
test,351,817,1623124,4,30.05136986,99.99975356,98.87323944,99.94945503,46.09323703,54.8190622,0.300511234,0.544953214,0.650255617,10,entropy,10,64
train,1040,2507,4865175,17,29.32055258,99.99965058,98.39167455,99.94815906,45.17810599,54.14836113,0.293202032,0.536968696,0.650255617,10,entropy,10,64
test,586,582,1620286,31,50.17123288,99.99808679,94.97568882,99.96219515,65.65826331,70.83097698,0.501693197,0.690149569,0.750846598,10,entropy,20,32
train,2621,926,4867992,11,73.89343107,99.99977403,99.58206687,99.98076588,84.83573394,85.9611913,0.738932051,0.85773147,0.750846598,10,entropy,20,32
test,560,617,1620682,24,47.57858963,99.99851916,95.89041096,99.96047804,63.60022714,68.97672439,0.475771088,0.675305703,0.737885544,10,entropy,20,64
train,2638,900,4867603,11,74.56189938,99.99977402,99.58474896,99.98129806,85.27557782,86.34913484,0.745616734,0.86161634,0.737885544,10,entropy,20,64
test,342,870,1622580,1,28.21782178,99.99993837,99.70845481,99.94636016,43.98713826,53.12043335,0.282177602,0.53028644,0.641088801,10,entropy,10,32
train,1108,2395,4865715,24,31.6300314,99.99950676,97.87985866,99.95032081,47.81014024,56.24044398,0.316295382,0.556267797,0.641088801,10,entropy,10,32
test,346,777,1620517,15,30.81032947,99.99907438,95.84487535,99.95116101,46.63072776,55.50679624,0.308094039,0.54327221,0.654047019,10,entropy,10,64
train,1143,2449,4867745,43,31.82071269,99.99911664,96.37436762,99.94884406,47.84428631,56.40960167,0.318198293,0.553625853,0.654047019,10,entropy,10,64
test,567,605,1621663,15,48.37883959,99.99907503,97.42268041,99.96179561,64.65222349,69.55457721,0.483779146,0.686389243,0.741889573,10,entropy,20,32
train,2577,966,4866632,10,72.73497036,99.99979452,99.61345187,99.97995969,84.07830343,85.28471194,0.727347649,0.851112069,0.741889573,10,entropy,20,32
test,541,627,1622137,17,46.31849315,99.99895201,96.95340502,99.96032827,62.68829664,68.05733446,0.463174452,0.669988389,0.731587226,10,entropy,20,64
train,2658,889,4866156,10,74.93656611,99.9997945,99.62518741,99.98153895,85.53499598,86.56582011,0.749363606,0.863954872,0.731587226,10,entropy,20,64
test,565,595,1623719,19,48.70689655,99.99882986,96.74657534,99.96221301,64.79357798,69.78991805,0.487057264,0.686318301,0.743528632,10,entropy,30,32
train,3155,400,4864572,10,88.74824191,99.99979443,99.68404423,99.99157789,93.89880952,94.20618848,0.887480363,0.940533545,0.743528632,10,entropy,30,32
test,560,625,1622627,22,47.25738397,99.99864419,96.21993127,99.96015603,63.38426712,68.74354024,0.472560282,0.674177446,0.736280141,10,entropy,30,64
train,3147,383,4865664,7,89.15014164,99.99985613,99.77805961,99.99199047,94.16517056,94.41928478,0.891499978,0.94310721,0.736280141,10,entropy,30,64
test,564,634,1622182,15,47.07846411,99.99907533,97.40932642,99.96002205,63.47777153,68.61343074,0.470775394,0.677048904,0.735387697,10,entropy,30,128
train,3156,361,4866114,9,89.73557009,99.99981505,99.71563981,99.9924019,94.46273571,94.72877288,0.897353851,0.945904629,0.735387697,10,entropy,30,128
test,536,598,1621417,18,47.26631393,99.99888987,96.75090253,99.96203551,63.507109,68.75011943,0.472652038,0.676107134,0.736326019,10,entropy,30,32
train,3184,397,4866871,14,88.91371125,99.99971234,99.56222639,99.99156138,93.93715887,94.29393166,0.889134236,0.940834374,0.736326019,10,entropy,30,32
test,329,845,1620958,9,28.02385009,99.99944478,97.33727811,99.94735353,43.51851852,52.93741068,0.280232949,0.522135151,0.640116474,10,entropy,10,128
train,1108,2433,4867336,17,31.29059588,99.99965073,98.48888889,99.94970123,47.49249893,55.93790002,0.312902466,0.554993542,0.640116474,10,entropy,10,128
test,606,621,1622952,19,49.38875306,99.99882931,96.96,99.96059594,65.44276458,70.2767208,0.493875824,0.69186205,0.746937912,10,entropy,30,128
train,3083,405,4865340,9,88.38876147,99.99981502,99.70892626,99.99149694,93.70820669,94.01521045,0.883885765,0.938743541,0.746937912,10,entropy,30,128
test,343,831,1622061,8,29.21635434,99.9995068,97.72079772,99.94831335,44.98360656,54.05202147,0.292158611,0.534181735,0.646079306,10,entropy,10,128
train,1071,2470,4866240,11,30.24569331,99.99977395,98.98336414,99.94905327,46.33354964,54.99602253,0.302454673,0.547015876,0.646079306,10,entropy,10,128
test,606,587,1622297,24,50.79631182,99.99852064,96.19047619,99.96236558,66.48381788,71.27100417,0.507948325,0.698866358,0.753974162,10,entropy,30,128
train,3157,365,4865990,9,89.63657013,99.99981504,99.71572963,99.99231957,94.40789474,94.67650413,0.896363852,0.945382739,0.753974162,10,entropy,30,128
test,613,592,1622714,24,50.87136929,99.99852102,96.23233909,99.96206763,66.55808903,71.32364048,0.508698903,0.699533657,0.754349452,10,entropy,30,64
train,3115,395,4865575,7,88.74643875,99.99985613,99.77578475,99.99174384,93.9384801,94.20526051,0.887462949,0.940957534,0.754349452,10,entropy,30,64
test,581,596,1620316,27,49.36278675,99.99833369,95.55921053,99.96157926,65.09803922,70.25807015,0.493611204,0.686665473,0.746805602,10,entropy,30,32
train,3146,392,4867965,12,88.92029395,99.99975349,99.62001267,99.99170689,93.96654719,94.29744151,0.889200474,0.941142936,0.746805602,10,entropy,30,32
test,565,581,1622273,32,49.30191972,99.9980275,94.639866,99.96224093,64.83075158,70.21463326,0.492999472,0.682933042,0.746499736,10,entropy,30,64
train,3205,364,4866008,7,89.80106472,99.99985615,99.78206725,99.99238128,94.52883056,94.76335554,0.898009209,0.946564833,0.746499736,10,entropy,30,64
test,545,592,1623118,14,47.93315743,99.99913747,97.49552773,99.96269091,64.26886792,69.23347745,0.479322949,0.683479099,0.739661475,50,gini,30,32
train,3508,70,4865178,10,98.04359978,99.99979446,99.71574758,99.99835687,98.87260428,99.01686637,0.980433942,0.988753219,0.739661475,50,gini,30,32
