tipo,tp,fn,tn,fp,TPR,SPC,PPV,ACC,F1,MGEO,PEXC,MCC,areaRoc,trees,impurity,depth,bins
test,573,596,1622599,16,49.01625321,99.99901394,97.28353141,99.96231026,65.18771331,70.01126329,0.490152671,0.690404125,0.745076336,50,gini,20,32
train,2694,852,4865698,7,75.97292724,99.99985614,99.74083673,99.98235868,86.24939971,87.1623875,0.759727834,0.870417079,0.745076336,50,gini,20,32
test,621,595,1621320,17,51.06907895,99.99895148,97.3354232,99.96228166,66.99029126,71.46225821,0.510680304,0.704901051,0.755340152,50,entropy,30,32
train,3427,72,4866974,9,97.94226922,99.99981508,99.73806752,99.99833692,98.83201154,98.96569512,0.979420843,0.988352636,0.755340152,50,entropy,30,32
test,568,613,1623612,16,48.09483489,99.99901455,97.26027397,99.96128776,64.36260623,69.35009801,0.480938494,0.683798644,0.740469247,50,entropy,20,32
train,2653,881,4864686,6,75.07074137,99.99987666,99.77435126,99.98177981,85.67737768,86.64331987,0.75070618,0.865376388,0.740469247,50,entropy,20,32
test,602,603,1623072,16,49.95850622,99.99901422,97.41100324,99.96189111,66.0449808,70.68098312,0.499575204,0.697463753,0.749787602,50,gini,30,32
train,3426,84,4865228,4,97.60683761,99.99991778,99.88338192,99.99819255,98.73198847,98.79613219,0.976067554,0.98737654,0.749787602,50,gini,30,32
test,567,614,1623097,16,48.01016088,99.99901424,97.25557461,99.96121392,64.28571429,69.28902338,0.480091751,0.683179659,0.740045876,50,gini,20,32
train,2678,856,4865198,9,75.77815507,99.99981501,99.66505396,99.9822336,86.09548304,87.05056857,0.757779701,0.868969645,0.740045876,50,gini,20,32
test,593,634,1624578,19,48.32925835,99.99883048,96.89542484,99.95983575,64.49157151,69.51884143,0.483280888,0.684169965,0.741640444,50,entropy,30,32
train,3414,74,4863716,7,97.87844037,99.99985608,99.79538147,99.9983358,98.82761615,98.93346223,0.978782964,0.988314374,0.741640444,50,entropy,30,32
test,575,612,1622492,18,48.44144903,99.99889061,96.96458685,99.96119966,64.60674157,69.59950548,0.484403396,0.685213182,0.742201698,50,entropy,20,32
train,2618,910,4865803,7,74.20634921,99.99985614,99.73333333,99.98116787,85.0967008,86.14304525,0.742062053,0.860200248,0.742201698,50,entropy,20,32
test,587,591,1623660,12,49.83022071,99.99926093,97.9966611,99.96288888,66.06640405,70.59026309,0.498294816,0.698663705,0.749147408,50,gini,30,32
train,3448,89,4864641,7,97.48374329,99.9998561,99.79739508,99.99802801,98.62700229,98.733785,0.974835994,0.986328086,0.749147408,50,gini,30,32
test,588,587,1622593,13,50.04255319,99.99919882,97.83693844,99.9630492,66.21621622,70.74047799,0.50041752,0.699580026,0.75020876,50,gini,20,32
train,2672,868,4865710,4,75.48022599,99.99991779,99.85052317,99.98209171,85.97168597,86.87932086,0.754801438,0.868065987,0.75020876,50,gini,20,32
test,649,598,1622469,21,52.04490778,99.99870569,96.86567164,99.96187806,67.70996348,72.14168986,0.520436135,0.709881827,0.760218067,50,entropy,30,32
train,3398,70,4865824,6,97.98154556,99.99987669,99.82373678,99.9984392,98.89406286,98.985567,0.979814223,0.988975771,0.760218067,50,entropy,30,32
test,587,609,1621452,29,49.08026756,99.99821151,95.29220779,99.96068226,64.79028698,70.05668402,0.490784791,0.683736351,0.745392395,50,entropy,20,32
train,2623,896,4866833,6,74.53822109,99.99987672,99.77177634,99.9814798,85.32856213,86.33546733,0.745380978,0.862289186,0.745392395,50,entropy,20,32
test,569,648,1621833,13,46.75431389,99.99919844,97.76632302,99.95927453,63.2573652,68.37685217,0.467535123,0.67594761,0.733767562,50,gini,30,32
train,3427,71,4866466,8,97.97026872,99.99983561,99.76710335,99.99837781,98.86052214,98.97985031,0.979701043,0.988637982,0.733767562,50,gini,30,32
test,591,610,1622507,16,49.20899251,99.99901388,97.36408567,99.96144665,65.37610619,70.14877565,0.492080064,0.692043583,0.746040032,50,gini,20,32
train,2632,882,4865791,6,74.90039841,99.99987669,99.77255497,99.98176333,85.5656697,86.54496291,0.749002751,0.864386162,0.746040032,50,gini,20,32
test,578,593,1621013,18,49.35952178,99.9988896,96.97986577,99.96233515,65.42161856,70.25594187,0.493584114,0.691734569,0.746792057,50,entropy,30,32
train,3463,81,4867282,7,97.71444695,99.99985618,99.79827089,99.99819333,98.74536641,98.850547,0.977143031,0.987499665,0.746792057,50,entropy,30,32
test,576,537,1622161,19,51.75202156,99.99882874,96.80672269,99.96574864,67.44730679,71.93845662,0.517508503,0.707680551,0.758754251,50,entropy,20,32
train,2688,914,4866133,7,74.62520822,99.99985615,99.74025974,99.98108729,85.37398761,86.3858211,0.746250644,0.862654154,0.758754251,50,entropy,20,32
test,566,595,1621950,12,48.75107666,99.99926016,97.92387543,99.96260296,65.09488212,69.82171294,0.487503368,0.690799117,0.743751684,50,gini,30,32
train,3479,75,4866350,8,97.88970174,99.99983561,99.77057643,99.99829566,98.82119017,98.93914333,0.978895374,0.988248183,0.743751684,50,gini,30,32
test,569,667,1622668,19,46.03559871,99.9988291,96.76870748,99.95775662,62.39035088,67.84914124,0.460344278,0.667293084,0.730172139,50,gini,20,32
train,2656,823,4865627,6,76.34377695,99.99987669,99.77460556,99.98297431,86.50056994,87.37487213,0.763436536,0.872689339,0.730172139,50,gini,20,32
test,591,608,1622299,19,49.2910759,99.99882884,96.8852459,99.96138014,65.33996683,70.20719238,0.492899047,0.69091374,0.746449524,50,entropy,30,32
train,3450,66,4865996,6,98.12286689,99.9998767,99.82638889,99.99852141,98.96729776,99.05692601,0.981227436,0.989702282,0.746449524,50,entropy,30,32
test,583,584,1620177,13,49.9571551,99.99919762,97.81879195,99.96317899,66.13726602,70.68009214,0.499563527,0.698918452,0.749781764,50,entropy,20,32
train,2597,951,4868124,6,73.19616685,99.99987675,99.76949673,99.98035584,84.44155422,85.55470568,0.731960436,0.854476612,0.749781764,50,entropy,20,32
test,349,833,1622296,7,29.52622673,99.99956851,98.03370787,99.94825945,45.38361508,54.33792353,0.295257952,0.537866889,0.647628976,50,gini,10,32
train,1140,2393,4866005,12,32.26719502,99.99975339,98.95833333,99.95061145,48.66595518,56.80415077,0.322669484,0.564933394,0.647628976,50,gini,10,32
test,330,847,1620992,8,28.03738318,99.99950648,97.63313609,99.94729305,43.56435644,52.95020756,0.280368897,0.523054992,0.640184448,50,entropy,10,32
train,994,2544,4867300,20,28.09496891,99.9995891,98.02761341,99.9473604,43.67311072,53.00457854,0.28094558,0.524649866,0.640184448,50,entropy,10,32
test,357,841,1620940,10,29.79966611,99.99938308,97.27520436,99.9475387,45.62300319,54.58890205,0.297990492,0.538253037,0.648995246,50,gini,10,32
train,1155,2362,4867363,7,32.84048905,99.99985619,99.39759036,99.95136409,49.3695234,57.30658062,0.328403452,0.57119684,0.648995246,50,gini,10,32
test,321,874,1623311,8,26.86192469,99.99950718,97.56838906,99.94570684,42.12598425,51.82836319,0.268614319,0.511798904,0.634307159,50,entropy,10,32
train,982,2538,4864984,17,27.89772727,99.99965057,98.2982983,99.94752,43.46094269,52.81820689,0.278973778,0.523527474,0.634307159,50,entropy,10,32
test,337,836,1620485,8,28.72975277,99.99950632,97.68115942,99.94795476,44.40052701,53.6000102,0.287292591,0.529606078,0.643646295,50,gini,10,32
train,1111,2431,4867817,10,31.36645963,99.99979457,99.10793934,99.94989088,47.65172636,56.0057097,0.313662542,0.557411801,0.643646295,50,gini,10,32
test,337,864,1621706,13,28.05995004,99.99919838,96.28571429,99.9459616,43.45583495,52.97143108,0.280591484,0.519634586,0.640295742,50,entropy,10,32
train,942,2572,4866575,26,26.80705748,99.99946575,97.31404959,99.94665424,42.03480589,51.77539403,0.268065232,0.510610943,0.640295742,50,entropy,10,32
test,376,818,1619231,6,31.49078727,99.99962946,98.42931937,99.94914933,47.71573604,56.11654888,0.314904167,0.556595927,0.657452084,50,gini,10,32
train,1161,2360,4869072,11,32.97358705,99.99977408,99.06143345,99.95134019,49.47794588,57.42256748,0.329733611,0.571383497,0.657452084,50,gini,10,32
test,315,894,1621404,11,26.05459057,99.99932158,96.62576687,99.94422614,41.04234528,51.04352438,0.260539122,0.501601783,0.630269561,50,entropy,10,32
train,944,2562,4866886,19,26.92527096,99.99960961,98.02699896,99.94700653,42.2465876,51.88946507,0.269248806,0.51360964,0.630269561,50,entropy,10,32
test,331,834,1621745,5,28.41201717,99.99969169,98.51190476,99.9483029,44.10393071,53.30284192,0.284117089,0.528907478,0.642058544,50,gini,10,32
train,1213,2337,4866561,9,34.16901408,99.99981506,99.26350245,99.9518287,50.83822297,58.45421362,0.341688291,0.582243729,0.642058544,50,gini,10,32
test,359,879,1619194,9,28.99838449,99.99944417,97.55434783,99.9452001,44.70734745,53.84999843,0.289978287,0.53172276,0.644989143,50,entropy,10,32
train,996,2481,4869100,17,28.64538395,99.99965086,98.32181639,99.94873367,44.36525612,53.52128917,0.286450348,0.530563193,0.644989143,50,entropy,10,32
test,364,821,1623706,6,30.71729958,99.99963048,98.37837838,99.94910447,46.81672026,55.42308731,0.307169301,0.549575236,0.65358465,50,gini,10,64
train,1156,2374,4864595,13,32.74787535,99.99973276,98.88793841,99.95096688,49.20195786,57.22568291,0.327476081,0.568924081,0.65358465,50,gini,10,64
test,571,636,1622300,13,47.30737365,99.99919867,97.7739726,99.96002513,63.76326075,68.78008038,0.473065723,0.679963061,0.736532862,50,gini,20,64
train,2663,845,4866002,5,75.91220068,99.99989725,99.8125937,99.98254446,86.23704663,87.12756319,0.759120979,0.870382983,0.736532862,50,gini,20,64
test,603,614,1623785,15,49.54806902,99.99907624,97.57281553,99.96129271,65.72207084,70.39006415,0.495471453,0.695167725,0.747735726,50,gini,30,64
train,3447,51,4864515,5,98.54202401,99.99989721,99.85515643,99.99884963,99.1942446,99.26828432,0.985419212,0.991958449,0.747735726,50,gini,30,64
test,327,805,1622442,3,28.8869258,99.99981509,99.09090909,99.95023334,44.73324213,53.74650908,0.288867409,0.534881376,0.644433704,50,entropy,10,64
train,1057,2526,4865855,20,29.50041864,99.99958897,98.14298979,99.94771492,45.36480687,54.31417622,0.295000076,0.537930136,0.644433704,50,entropy,10,64
test,540,634,1621695,11,45.99659284,99.9993217,98.00362976,99.96025584,62.60869565,67.82055798,0.459959145,0.671265155,0.729979573,50,entropy,20,64
train,2710,831,4866610,4,76.53205309,99.99991781,99.85261606,99.98285476,86.65067946,87.48256408,0.765319709,0.874105881,0.729979573,50,entropy,20,64
test,614,631,1621905,24,49.31726908,99.99852028,96.23824451,99.95964696,65.21508232,70.22573554,0.493157894,0.688777694,0.746578947,50,entropy,30,64
train,3417,53,4866387,4,98.47262248,99.9999178,99.88307512,99.99882954,99.17283413,99.23333187,0.984725403,0.991747594,0.746578947,50,entropy,30,64
test,370,811,1622508,8,31.32938188,99.99950694,97.88359788,99.94955955,47.46632457,55.97251773,0.313288888,0.553626154,0.656644444,50,gini,10,64
train,1137,2397,4865794,10,32.17317487,99.99979448,99.12816042,99.95056823,48.57936338,56.72134409,0.321729694,0.564593937,0.656644444,50,gini,10,64
test,591,598,1621897,12,49.70563499,99.99926013,98.00995025,99.96241755,65.95982143,70.50196255,0.497048951,0.697835391,0.748524476,50,gini,20,64
train,2666,860,4866405,6,75.6097561,99.99987671,99.7754491,99.98221743,86.02775089,86.95381698,0.756096328,0.868484261,0.748524476,50,gini,20,64
test,575,575,1622562,23,50,99.99858251,96.15384615,99.96317133,65.78947368,70.71017696,0.499985825,0.693237679,0.749992913,50,gini,30,64
train,3507,58,4865729,6,98.37307153,99.99987669,99.82920581,99.99868564,99.09578977,99.1831388,0.983729482,0.990978104,0.749992913,50,gini,30,64
test,349,842,1621184,10,29.30310663,99.99938317,97.21448468,99.94748472,45.03225806,54.13217701,0.293024898,0.533582734,0.646512449,50,entropy,10,64
train,1052,2472,4867103,23,29.85244041,99.99952744,97.86046512,99.9487748,45.74907589,54.63725774,0.298519679,0.540352852,0.646512449,50,entropy,10,64
test,547,611,1621306,14,47.23661485,99.99913651,97.50445633,99.96147868,63.64165212,68.72860174,0.472357514,0.678521688,0.736178757,50,entropy,20,64
train,2717,840,4866994,6,76.38459376,99.99987672,99.77965479,99.98263032,86.52866242,87.39822629,0.763844705,0.872943182,0.736178757,50,entropy,20,64
test,624,592,1622687,24,51.31578947,99.99852099,96.2962963,99.96206726,66.9527897,71.6345102,0.513143105,0.702816238,0.756571552,50,entropy,30,64
train,3431,68,4865606,3,98.0565876,99.99993834,99.91263832,99.99854183,98.9759123,99.02349577,0.980565259,0.989795392,0.756571552,50,entropy,30,64
test,344,815,1622155,7,29.68075928,99.99956848,98.00569801,99.94936306,45.56291391,54.47993318,0.296803278,0.539198553,0.648401639,50,gini,10,64
train,1142,2414,4866147,11,32.11473566,99.99977395,99.04596704,99.95020241,48.50286685,56.66980065,0.321145096,0.563845751,0.648401639,50,gini,10,64
test,574,584,1621305,21,49.56822107,99.99870476,96.47058824,99.9627115,65.48773531,70.40424635,0.495669258,0.691372961,0.747834629,50,gini,20,64
train,2675,882,4866991,3,75.20382345,99.99993836,99.8879761,99.98182957,85.80593424,86.72011133,0.752037618,0.866636542,0.747834629,50,gini,20,64
test,569,605,1623406,12,48.46678024,99.99926082,97.93459552,99.96202123,64.84330484,69.6178296,0.484660411,0.688817581,0.742330205,50,gini,30,64
train,3492,49,4864897,5,98.61621011,99.99989722,99.8570203,99.99889082,99.23273657,99.30564372,0.986161073,0.992341237,0.742330205,50,gini,30,64
test,325,853,1622492,4,27.58913413,99.99975347,98.78419453,99.94721847,43.13205043,52.52529496,0.275888876,0.521909605,0.637944438,50,entropy,10,64
train,1006,2531,4865812,12,28.44218264,99.99975338,98.82121807,99.94777549,44.1712404,53.33114709,0.28441936,0.530017745,0.637944438,50,entropy,10,64
test,533,617,1621456,16,46.34782609,99.99901324,97.0856102,99.96098907,62.74278988,68.07890183,0.463468393,0.670659992,0.731734197,50,entropy,20,64
train,2703,862,4866843,5,75.82047686,99.99989726,99.81536189,99.98219863,86.17886179,87.07490968,0.758203741,0.869867542,0.731734197,50,entropy,20,64
test,372,847,1622967,5,30.51681706,99.99969192,98.67374005,99.94754312,46.61654135,55.24194335,0.30516509,0.548596965,0.652582545,50,gini,10,64
train,1072,2424,4865342,6,30.66361556,99.99987668,99.44341373,99.95009082,46.87363358,55.37470338,0.306634922,0.552064797,0.652582545,50,gini,10,64
test,573,594,1621769,24,49.10025707,99.99852016,95.9798995,99.96192143,64.96598639,70.07105712,0.490987772,0.686345251,0.745493886,50,gini,20,64
train,2655,893,4866524,3,74.83089064,99.99993835,99.88713318,99.98160193,85.56235901,86.50482328,0.74830829,0.864480428,0.745493886,50,gini,20,64
test,575,599,1621958,21,48.97785349,99.99870529,96.47651007,99.96180274,64.97175141,69.98372623,0.489765588,0.687261187,0.744882794,50,gini,30,64
train,3470,71,4866335,6,97.99491669,99.9998767,99.8273878,99.99841885,98.90266496,98.99232085,0.979947934,0.989061235,0.744882794,50,gini,30,64
test,357,880,1622925,7,28.86014551,99.99956868,98.07692308,99.94538746,44.5971268,53.72152365,0.288597142,0.531874793,0.644298571,50,entropy,10,64
train,985,2493,4865371,17,28.32087407,99.99965059,98.30339321,99.94844795,43.97321429,53.21726704,0.283205247,0.527499126,0.644298571,50,entropy,10,64
test,584,602,1623760,20,49.24114671,99.99876831,96.68874172,99.96172228,65.25139665,70.17160409,0.49239915,0.689863795,0.746199575,50,entropy,20,64
train,2648,881,4864535,5,75.0354208,99.99989722,99.81153411,99.98179976,85.66806859,86.62294365,0.75035318,0.865334127,0.746199575,50,entropy,20,64
test,577,572,1621740,19,50.2175805,99.99882843,96.81208054,99.96358389,66.13180516,70.86394864,0.502164089,0.697121545,0.751082045,50,entropy,30,64
train,3513,53,4866557,4,98.51374089,99.99991781,99.8862667,99.9988296,99.19525625,99.25404773,0.985136587,0.991970478,0.751082045,50,entropy,30,64
test,358,832,1621705,3,30.08403361,99.99981501,99.16897507,99.94854883,46.16376531,54.84886322,0.300838486,0.546062433,0.650419243,50,gini,10,64
train,1132,2393,4866601,11,32.11347518,99.99977397,99.0376203,99.95063794,48.50042845,56.66868852,0.321132491,0.563812157,0.650419243,50,gini,10,64
test,559,656,1623041,12,46.00823045,99.99926065,97.89842382,99.95887378,62.59798432,67.82911638,0.460074911,0.670984507,0.730037456,50,gini,20,64
train,2661,839,4865261,6,76.02857143,99.99987668,99.77502812,99.98264448,86.29803794,87.1943104,0.760284481,0.870886312,0.730037456,50,gini,20,64
test,601,583,1621361,21,50.76013514,99.99870481,96.62379421,99.96277501,66.5559247,71.24568597,0.507588399,0.700191917,0.7537942,50,gini,30,64
train,3465,66,4866936,2,98.13084112,99.99995891,99.94231324,99.99860383,99.0282938,99.06099172,0.981308,0.990317428,0.7537942,50,gini,30,64
test,326,859,1621089,8,27.51054852,99.99950651,97.60479042,99.94655676,42.92297564,52.45036965,0.27510055,0.518040172,0.637550275,50,entropy,10,64
train,1047,2483,4867206,17,29.66005666,99.99965072,98.40225564,99.94867323,45.58119286,54.46095212,0.296597074,0.540099046,0.637550275,50,entropy,10,64
test,544,572,1621577,13,48.74551971,99.99919832,97.66606822,99.96394911,65.03287507,69.81771189,0.48744718,0.689854052,0.74372359,50,entropy,20,64
train,2729,870,4866725,5,75.82661851,99.99989726,99.81711778,99.98203407,86.18348334,87.07843625,0.758265158,0.869909707,0.74372359,50,entropy,20,64
test,565,588,1623247,20,49.00260191,99.99876792,96.58119658,99.96257126,65.01726122,70.00142724,0.490013698,0.687810771,0.745006849,50,entropy,30,64
train,3503,59,4865049,4,98.34362718,99.99991778,99.8859424,99.998706,99.10878484,99.16831466,0.98343545,0.991111417,0.745006849,50,entropy,30,64
test,369,830,1622196,7,30.77564637,99.99956849,98.13829787,99.94844161,46.85714286,55.47568257,0.307752149,0.549422732,0.653876074,50,gini,10,128
train,1123,2393,4866107,10,31.93970421,99.9997945,99.11738747,99.95065337,48.31146483,56.51516484,0.319394987,0.562511312,0.653876074,50,gini,10,128
test,548,591,1622910,12,48.11237928,99.99926059,97.85714286,99.96287085,64.50853443,69.36283121,0.481116399,0.686025963,0.740558199,50,gini,20,128
train,2674,902,4865397,1,74.77628635,99.99997945,99.96261682,99.981454,85.55431131,86.4732739,0.747762658,0.864490901,0.740558199,50,gini,20,128
test,558,632,1622460,18,46.8907563,99.99889059,96.875,99.95996719,63.19365798,68.47644565,0.468896469,0.673840393,0.734448234,50,gini,30,128
train,3478,47,4865841,1,98.66666667,99.99997945,99.97125611,99.99901425,99.31467733,99.33108596,0.986666461,0.993163292,0.734448234,50,gini,30,128
test,308,803,1621546,5,27.72277228,99.99969165,98.40255591,99.95020528,43.25842697,52.65233784,0.277224639,0.522167516,0.63861232,50,entropy,10,128
train,1006,2598,4866754,15,27.91342952,99.99969179,98.53085211,99.94634908,43.5027027,52.83308006,0.279131213,0.524291364,0.63861232,50,entropy,10,128
test,571,639,1621226,10,47.19008264,99.99938319,98.2788296,99.95999867,63.76326075,68.69482628,0.471894658,0.680871959,0.735947329,50,entropy,20,128
train,2661,844,4867078,6,75.92011412,99.99987672,99.77502812,99.98254831,86.22812703,87.13209542,0.759199908,0.870264496,0.735947329,50,entropy,20,128
test,575,608,1621705,11,48.60524091,99.99932171,98.12286689,99.96185838,65.00847937,69.71722257,0.486045626,0.690463428,0.743022813,50,entropy,30,128
train,3482,50,4866602,2,98.58437146,99.9999589,99.94259472,99.99893227,99.25883694,99.28964243,0.985843304,0.992606291,0.743022813,50,entropy,30,128
test,349,815,1620197,7,29.98281787,99.99956796,98.03370787,99.94930207,45.92105263,54.75645015,0.299823858,0.54201264,0.649911929,50,gini,10,128
train,1146,2405,4868104,12,32.27259927,99.9997535,98.96373057,99.95038659,48.6727543,56.8089075,0.322723528,0.564995474,0.649911929,50,gini,10,128
test,600,626,1621646,20,48.93964111,99.9987667,96.77419355,99.96019452,65.00541712,69.95644183,0.489384078,0.688046984,0.744692039,50,gini,20,128
train,2574,915,4866648,6,73.77472055,99.99987671,99.76744186,99.98108885,84.82451804,85.89215889,0.737745973,0.857841246,0.744692039,50,gini,20,128
test,574,606,1621620,14,48.6440678,99.99913667,97.61904762,99.96179476,64.9321267,69.74499827,0.486432045,0.688961985,0.743216022,50,gini,30,128
train,3468,67,4866684,2,98.10466761,99.9999589,99.94236311,99.99858323,99.01498929,99.04778003,0.981046265,0.990185495,0.743216022,50,gini,30,128
test,329,838,1624067,7,28.19194516,99.99956899,97.91666667,99.94800771,43.77910845,53.09597315,0.281915141,0.525258526,0.640957571,50,entropy,10,128
train,1037,2511,4864227,19,29.22773393,99.99960939,98.20075758,99.94802574,45.04778454,54.06257464,0.292273433,0.535596795,0.640957571,50,entropy,10,128
test,528,598,1623084,12,46.89165187,99.99926067,97.77777778,99.96244356,63.38535414,68.47722627,0.468909125,0.676990564,0.734454563,50,entropy,20,128
train,2763,826,4865221,3,76.98523266,99.99993834,99.89154013,99.98297326,86.95515342,87.74120194,0.76985171,0.876861477,0.734454563,50,entropy,20,128
test,572,605,1621317,25,48.59813084,99.99845807,95.81239531,99.96117149,64.48703495,69.71182216,0.485965889,0.682227445,0.742982945,50,entropy,30,128
train,3505,33,4866974,4,99.06726964,99.99991781,99.88600741,99.99924033,99.47495388,99.53250134,0.990671875,0.994754173,0.742982945,50,entropy,30,128
test,317,834,1621122,9,27.54126846,99.99944483,97.2392638,99.94803616,42.92484766,52.47962992,0.275407133,0.517360857,0.637703566,50,gini,10,128
train,1110,2454,4867182,7,31.14478114,99.99985618,99.3733214,99.94947393,47.42576373,55.80746935,0.311446373,0.556181315,0.637703566,50,gini,10,128
test,566,590,1622648,9,48.96193772,99.99944535,98.43478261,99.96311152,65.39572501,69.97261332,0.489613831,0.694098228,0.744806915,50,gini,20,128
train,2663,896,4865660,3,74.82438887,99.99993834,99.88747187,99.98153709,85.55823293,86.50106516,0.748243272,0.864444056,0.744806915,50,gini,20,128
test,584,602,1622873,18,49.24114671,99.99889087,97.00996678,99.96182447,65.32438479,70.1716471,0.492400376,0.691010025,0.746200188,50,gini,30,128
train,3455,74,4865425,4,97.90308869,99.99991779,99.88435964,99.99839801,98.8838008,98.94594898,0.979030065,0.98887968,0.746200188,50,gini,30,128
test,314,797,1622070,9,28.26282628,99.99944516,97.21362229,99.95034469,43.79358438,53.16264616,0.282622714,0.524031469,0.641311357,50,entropy,10,128
train,1076,2528,4866223,18,29.85571587,99.9996301,98.35466179,99.94771908,45.80672627,54.64028316,0.29855346,0.541743692,0.641311357,50,entropy,10,128
test,571,609,1621460,17,48.38983051,99.99895157,97.10884354,99.9614213,64.59276018,69.56243467,0.483887821,0.685358441,0.74194391,50,entropy,20,128
train,2720,815,4866839,4,76.94483734,99.99991781,99.85315712,99.98318406,86.91484263,87.71817035,0.769447552,0.876463828,0.74194391,50,entropy,20,128
test,542,574,1621268,12,48.56630824,99.99925984,97.83393502,99.96388058,64.91017964,69.68927376,0.485655681,0.689176451,0.74282784,50,entropy,30,128
train,3547,52,4867039,1,98.55515421,99.99997945,99.97181511,99.99891185,99.25843011,99.27493841,0.985551337,0.992604166,0.74282784,50,entropy,30,128
test,363,836,1623483,4,30.27522936,99.99975362,98.91008174,99.9482977,46.36015326,55.02286322,0.30274983,0.547077952,0.651374915,50,gini,10,128
train,1097,2419,4864827,6,31.20022753,99.99987667,99.45602901,99.95018845,47.49945876,55.8571294,0.312001042,0.556910032,0.651374915,50,gini,10,128
test,595,619,1621152,17,49.01153213,99.99895137,97.22222222,99.96079841,65.16976999,70.00786968,0.490104835,0.690147628,0.745052417,50,gini,20,128
train,2615,886,4867147,4,74.69294487,99.99991782,99.84726995,99.98172729,85.45751634,86.42504468,0.746928627,0.863511377,0.745052417,50,gini,20,128
test,581,595,1622112,11,49.4047619,99.99932188,98.14189189,99.96266861,65.7239819,70.28828272,0.494040838,0.696189539,0.747020419,50,gini,30,128
train,3489,50,4866194,3,98.58717152,99.99993835,99.91408935,99.99891165,99.24619542,99.29104226,0.985871099,0.992478715,0.747020419,50,gini,30,128
test,335,874,1622352,3,27.70885029,99.99981508,99.11242604,99.94598303,43.30963154,52.63914803,0.277086654,0.523906587,0.638543327,50,entropy,10,128
train,1061,2445,4865947,18,30.2624073,99.99963008,98.33178869,99.94941956,46.28135224,55.01117646,0.302620374,0.545362306,0.638543327,50,entropy,10,128
test,546,616,1621523,20,46.98795181,99.99876661,96.4664311,99.96080618,63.19444444,68.54733566,0.469867184,0.673116389,0.734933592,50,entropy,20,128
train,2701,852,4866775,2,76.02026457,99.99995891,99.92600814,99.98246525,86.34910486,87.18958271,0.760202235,0.871496808,0.734933592,50,entropy,20,128
test,583,537,1621168,23,52.05357143,99.99858129,96.20462046,99.96548134,67.55504056,72.14764926,0.520521527,0.707526252,0.760260764,50,entropy,30,128
train,3541,54,4867128,1,98.49791377,99.99997945,99.97176736,99.9988708,99.22936808,99.24610498,0.984978932,0.992315433,0.760260764,50,entropy,30,128
test,340,791,1622011,4,30.06189213,99.99975339,98.8372093,99.95102104,46.10169492,54.82865856,0.300616455,0.544953563,0.650308228,50,gini,10,128
train,1197,2387,4866298,7,33.3984375,99.99985615,99.41860465,99.95084077,50,57.79133971,0.333982937,0.576088041,0.650308228,50,gini,10,128
test,566,560,1621896,19,50.26642984,99.99882855,96.75213675,99.96432622,66.16014027,70.89840689,0.502652584,0.697247174,0.751326292,50,gini,20,128
train,2695,894,4866403,2,75.09055447,99.9999589,99.92584353,99.98160162,85.74610245,86.65478845,0.750905134,0.86614685,0.751326292,50,gini,20,128
test,608,582,1623111,16,51.09243697,99.99901425,97.43589744,99.96318453,67.03417861,71.47862151,0.510914512,0.705429661,0.755457256,50,gini,30,128
train,3469,56,4865189,4,98.41134752,99.99991778,99.8848258,99.99876764,99.14261217,99.2024529,0.984112653,0.991447367,0.755457256,50,gini,30,128
test,322,853,1622718,6,27.40425532,99.99963025,98.17073171,99.94710262,42.84763806,52.34897706,0.274038856,0.518538305,0.637019428,50,entropy,10,128
train,1097,2443,4865577,19,30.98870056,99.9996095,98.29749104,99.94943661,47.12199313,55.66738682,0.309883101,0.55177151,0.637019428,50,entropy,10,128
test,591,602,1624864,21,49.53897737,99.9987076,96.56862745,99.96168695,65.48476454,70.38347613,0.49537685,0.691516565,0.747688425,50,entropy,20,128
train,2676,846,4863429,6,75.97955707,99.99987663,99.77628635,99.9824942,86.26692456,87.16619949,0.759794337,0.870610377,0.747688425,50,entropy,20,128
test,591,625,1621364,17,48.60197368,99.99895151,97.20394737,99.9604338,64.80263158,69.7147503,0.486009252,0.687192043,0.743004626,50,entropy,30,128
train,3452,47,4866937,2,98.65675907,99.99995891,99.94209612,99.99899393,99.29526823,99.32608848,0.98656718,0.992968475,0.743004626,50,entropy,30,128
test,602,574,1621132,17,51.19047619,99.99895136,97.25363489,99.9635708,67.07520891,71.54714487,0.511894276,0.705446388,0.755947138,50,entropy,30,64
train,3477,62,4867166,5,98.24809268,99.99989727,99.85640437,99.99862443,99.04571998,99.12012498,0.9824799,0.990483007,0.755947138,50,entropy,30,64
test,349,836,1624108,7,29.45147679,99.999569,98.03370787,99.94813265,45.29526282,54.26909789,0.294510458,0.537185259,0.647255229,100,gini,10,32
train,1092,2438,4864198,7,30.93484419,99.99985609,99.36305732,99.9497713,47.18081659,55.61906119,0.309347003,0.554275806,0.647255229,100,gini,10,32
test,595,627,1622802,16,48.69067103,99.99901406,97.38134206,99.96040738,64.92089471,69.77835694,0.486896851,0.68844654,0.743448425,100,gini,20,32
train,2637,856,4865498,4,75.49384483,99.99991779,99.84854222,99.98233722,85.97978481,86.8871583,0.754937626,0.868136752,0.743448425,100,gini,20,32
test,563,611,1622714,23,47.95570698,99.99858264,96.07508532,99.96095845,63.97727273,69.24956843,0.479542896,0.678631529,0.739771448,100,gini,30,32
