trees,depth,type,k,tp,tn,fp,fn,sensibility,specificity,precision,accuracy,F1,Gmean,wtdAcc,AreaROC
10,10,Train,3,429.0,3940.0,429.0,16.0,96.40449438202248,90.18081940947586,50.0,90.75612796011633,65.84804297774367,93.24074376648332,94.53739189025849,0.9854777553083924
10,10,Test,3,104.0,945.0,104.0,10.0,91.22807017543859,90.08579599618685,50.0,90.19776440240757,64.59627329192547,90.65513399113355,90.88538792166307,0.9280977312390926
10,20,Train,3,438.0,3941.0,438.0,7.0,98.42696629213484,89.99771637360128,50.0,90.77529021558873,66.31339894019682,94.11802269424047,95.89819131657475,0.9879527608915907
10,20,Test,3,105.0,942.0,105.0,9.0,92.10526315789474,89.97134670487105,50.0,90.18087855297158,64.81481481481481,91.03205240420725,91.46508822198763,0.9186552355754554
10,30,Train,3,436.0,3941.0,436.0,9.0,97.97752808988764,90.03883938770848,50.0,90.77146412277064,66.21108580106302,93.92434676530941,95.5959214792339,0.9876499971618324
10,30,Test,3,104.0,942.0,104.0,10.0,91.22807017543859,90.05736137667304,50.0,90.17241379310344,64.59627329192547,90.64082569949349,90.87685753580892,0.9175121268019404
25,10,Train,3,430.0,3940.0,430.0,15.0,96.62921348314607,90.16018306636155,50.0,90.75804776739356,65.90038314176245,93.33867139186727,94.68850435811072,0.9856320109164609
25,10,Test,3,106.0,942.0,106.0,8.0,92.98245614035088,89.8854961832061,50.0,90.18932874354562,65.03067484662577,91.42086308118425,92.05336815320746,0.9197894736842104
25,20,Train,3,440.0,3944.0,440.0,5.0,98.87640449438202,89.96350364963503,50.0,90.7848415821081,66.41509433962264,94.31472725186202,96.20253424095792,0.9915369507076522
25,20,Test,3,108.0,939.0,108.0,6.0,94.73684210526315,89.68481375358166,50.0,90.18087855297158,65.45454545454545,92.17622274650334,93.2212335997587,0.9122100122100123
25,30,Train,3,439.0,3946.0,439.0,6.0,98.65168539325843,89.98859749144812,50.0,90.78674948240165,66.36432350718064,94.22062836081547,96.05275902271534,0.9936102600576284
25,30,Test,3,104.0,940.0,104.0,10.0,91.22807017543859,90.03831417624522,50.0,90.15544041450777,64.59627329192547,90.6312398908273,90.87114337568057,0.9107368421052631
50,10,Train,3,434.0,3937.0,434.0,11.0,97.52808988764045,90.0709219858156,50.0,90.75996677740864,66.10814927646611,93.725369968303,95.290939517093,0.9829818895643364
50,10,Test,3,108.0,941.0,108.0,6.0,94.73684210526315,89.70448045757865,50.0,90.19776440240757,65.45454545454545,92.18632871117221,93.22713361095781,0.9187071013727561
50,20,Train,3,443.0,3942.0,443.0,2.0,99.5505617977528,89.89737742303306,50.0,90.78674948240165,66.56649135987978,94.60092191203826,96.65460648533687,0.9897906980918703
50,20,Test,3,105.0,943.0,105.0,9.0,92.10526315789474,89.98091603053436,50.0,90.18932874354562,64.81481481481481,91.0368933464933,91.46795901968663,0.9221023775363804
50,30,Train,3,439.0,3945.0,439.0,6.0,98.65168539325843,89.98631386861314,50.0,90.7848415821081,66.36432350718064,94.21943284410828,96.05207393586484,0.9924991255236193
50,30,Test,3,105.0,945.0,105.0,9.0,92.10526315789474,90.0,50.0,90.20618556701031,64.81481481481481,91.0465468000326,91.47368421052632,0.9291673163885857
10,10,Train,4,420.0,3932.0,420.0,19.0,95.67198177676538,90.34926470588235,50.0,90.83698601544563,65.67630961688818,92.97254006686774,94.07516665550047,0.9837066565426474
10,10,Test,4,98.0,953.0,98.0,22.0,81.66666666666667,90.67554709800191,50.0,89.75234842015371,62.0253164556962,86.05329557704432,84.36933079606725,0.9223462673020195
10,20,Train,4,427.0,3938.0,427.0,12.0,97.26651480637814,90.21764032073311,50.0,90.86178184845963,66.04795050270688,93.67579969262651,95.15185246068462,0.9915526061917151
10,20,Test,4,101.0,955.0,101.0,19.0,84.16666666666667,90.43560606060606,50.0,89.79591836734694,62.732919254658384,87.24484804331435,86.04734848484848,0.9332288627111927
10,30,Train,4,426.0,3937.0,426.0,13.0,97.03872437357631,90.23607609443044,50.0,90.85797584339859,65.99535243996901,93.57560428167427,94.99792988983256,0.9902712895021488
10,30,Test,4,99.0,954.0,99.0,21.0,82.5,90.5982905982906,50.0,89.769820971867,62.264150943396224,86.45437510247226,84.92948717948718,0.927283866575902
25,10,Train,4,423.0,3934.0,423.0,16.0,96.35535307517085,90.29148496672022,50.0,90.8465387823186,65.83657587548639,93.27415458555392,94.53619264263565,0.9864273394334494
25,10,Test,4,100.0,953.0,100.0,20.0,83.33333333333334,90.50332383665717,50.0,89.769820971867,62.5,86.84436454402073,85.48433048433048,0.9245051164037713
25,20,Train,4,434.0,3935.0,434.0,5.0,98.86104783599089,90.06637674525064,50.0,90.869384359401,66.41162968630451,94.36130764156779,96.22264650876882,0.9892074686894845
25,20,Test,4,101.0,956.0,101.0,19.0,84.16666666666667,90.44465468306528,50.0,89.80458793542905,62.732919254658384,87.24921261817397,86.05006307158625,0.9371590651236668
25,30,Train,4,435.0,3935.0,435.0,4.0,99.08883826879271,90.04576659038902,50.0,90.87128301102099,66.46294881589,94.4591467379656,96.37591676527161,0.9893571217828644
25,30,Test,4,99.0,951.0,99.0,21.0,82.5,90.57142857142857,50.0,89.74358974358975,62.264150943396224,86.44155746597153,84.92142857142856,0.9159216687952321
50,10,Train,4,426.0,3935.0,426.0,13.0,97.03872437357631,90.23159825728044,50.0,90.85416666666667,65.99535243996901,93.57328247462256,94.99658653868755,0.988008769171645
50,10,Test,4,100.0,953.0,100.0,20.0,83.33333333333334,90.50332383665717,50.0,89.769820971867,62.5,86.84436454402073,85.48433048433048,0.9245051164037713
50,20,Train,4,436.0,3936.0,436.0,3.0,99.31662870159454,90.02744739249772,50.0,90.8750779463729,66.51411136536996,94.55803808049865,96.52987430886549,0.9906101836794906
50,20,Test,4,99.0,953.0,99.0,21.0,82.5,90.5893536121673,50.0,89.76109215017065,62.264150943396224,86.45011089063912,84.92680608365019,0.9234302388414569
50,30,Train,4,433.0,3939.0,433.0,6.0,98.63325740318906,90.09606587374199,50.0,90.8750779463729,66.36015325670496,94.26806700224351,96.07209994435493,0.9935317811691581
50,30,Test,4,100.0,953.0,100.0,20.0,83.33333333333334,90.50332383665717,50.0,89.769820971867,62.5,86.84436454402073,85.48433048433048,0.9245051164037713
10,10,Train,5,437.0,3874.0,437.0,16.0,96.46799116997794,89.86314080259801,50.0,90.4911838790932,65.86284853051997,93.10701731583667,94.48653605976396,0.9856666590157914
10,10,Test,5,81.0,1018.0,81.0,25.0,76.41509433962264,92.62966333030027,50.0,91.20331950207469,60.447761194029844,84.13265990108943,81.27946503682594,0.9380153403643336
10,20,Train,5,439.0,3877.0,439.0,14.0,96.90949227373068,89.82854494902688,50.0,90.5011532816104,65.96543951915854,93.301868591675,94.78520807631955,0.9892524307513983
10,20,Test,5,82.0,1016.0,82.0,24.0,77.35849056603774,92.53187613843352,50.0,91.19601328903654,60.74074074074074,84.60571060698433,81.91050623775648,0.9293217535153019
10,30,Train,5,447.0,3875.0,447.0,6.0,98.67549668874173,89.65756594169366,50.0,90.5130890052356,66.36971046770601,94.05851822775136,95.97011746462731,0.9882860843124529
10,30,Test,5,83.0,1019.0,83.0,23.0,78.30188679245283,92.46823956442832,50.0,91.22516556291392,61.02941176470589,85.09076110995409,82.55179262404548,0.9450074877138217
25,10,Train,5,442.0,3877.0,442.0,11.0,97.57174392935983,89.76614957166011,50.0,90.50712489522212,66.11817501869858,93.58760473230754,95.2300656220499,0.9896965020576131
25,10,Test,5,83.0,1017.0,83.0,23.0,78.30188679245283,92.45454545454545,50.0,91.21061359867329,61.02941176470589,85.08446010658763,82.54768439108062,0.9351788668320927
25,20,Train,5,450.0,3877.0,450.0,3.0,99.33774834437085,89.60018488560203,50.0,90.52301255230125,66.51884700665188,94.34341851859638,96.4164793067402,0.9908797776077072
25,20,Test,5,87.0,1018.0,87.0,19.0,82.0754716981132,92.12669683257919,50.0,91.24690338563171,62.14285714285714,86.9559779343721,85.090839238453,0.9439639585342334
25,30,Train,5,450.0,3876.0,450.0,3.0,99.33774834437085,89.59778085991678,50.0,90.52102950408035,66.51884700665188,94.3421528653894,96.41575809903463,0.9898093808288978
25,30,Test,5,84.0,1020.0,84.0,22.0,79.24528301886792,92.3913043478261,50.0,91.2396694214876,61.31386861313869,85.56620279950397,83.18908941755538,0.9509818396574634
50,10,Train,5,442.0,3874.0,442.0,11.0,97.57174392935983,89.7590361445783,50.0,90.5011532816104,66.11817501869858,93.58389653164132,95.22793159392538,0.9864430182310978
50,10,Test,5,85.0,1021.0,85.0,21.0,80.18867924528303,92.31464737793851,50.0,91.25412541254126,61.594202898550726,86.03830337838444,83.82646968507967,0.9569561916011052
50,20,Train,5,450.0,3877.0,450.0,3.0,99.33774834437085,89.60018488560203,50.0,90.52301255230125,66.51884700665188,94.34341851859638,96.4164793067402,0.9908797776077072
50,20,Test,5,88.0,1019.0,88.0,18.0,83.01886792452831,92.05058717253839,50.0,91.26133553173949,62.411347517730505,87.41816481059439,85.72838369893134,0.9496544519447123
50,30,Train,5,448.0,3879.0,448.0,5.0,98.89624724061811,89.64640628611048,50.0,90.52301255230125,66.41957005189029,94.15780987418985,96.12129495426582,0.9927484041612036
50,30,Test,5,83.0,1019.0,83.0,23.0,78.30188679245283,92.46823956442832,50.0,91.22516556291392,61.02941176470589,85.09076110995409,82.55179262404548,0.9450074877138217
