isMethod,trees,depth,type,k,tp,tn,fp,fn,sensibility,specificity,precision,accuracy,F1,Gmean,wtdAcc,AreaROC,timeIS,reduction
undersampling,25,30,Train,3,446.0,499.0,446.0,0.0,100.0,52.80423280423281,50.0,67.93673616103523,66.66666666666667,72.66652104252192,85.84126984126985,0.9988814317673378,0.0957178328,0.2138819805561836
undersampling,25,30,Test,3,110.0,885.0,110.0,4.0,96.49122807017544,88.94472361809045,50.0,89.72046889089269,65.86826347305389,92.64116586200697,94.22727673454995,0.8393651880471462,0.0957178328,0.2138819805561836
undersampling,50,10,Train,3,446.0,501.0,446.0,0.0,100.0,52.9039070749736,50.0,67.98277099784637,66.66666666666667,72.73507205947733,85.87117212249208,0.9977678571428572,0.0645977523,0.21456025322179517
undersampling,50,10,Test,3,110.0,888.0,110.0,4.0,96.49122807017544,88.97795591182364,50.0,89.74820143884892,65.86826347305389,92.65847094090097,94.2372464226699,0.8458591133564172,0.0645977523,0.21456025322179517
undersampling,50,20,Train,3,446.0,478.0,446.0,0.0,100.0,51.73160173160173,50.0,67.44525547445257,66.66666666666667,71.92468403239721,85.51948051948052,0.9955555555555555,0.06629618431666667,0.20981234456251413
undersampling,50,20,Test,3,110.0,900.0,110.0,4.0,96.49122807017544,89.10891089108911,50.0,89.85765124555161,65.86826347305389,92.72663179409149,94.27653291644955,0.8744999393865922,0.06629618431666667,0.20981234456251413
undersampling,50,30,Train,3,446.0,511.0,446.0,0.0,100.0,53.396029258098224,50.0,68.21097647897363,66.66666666666667,73.07258669165765,86.01880877742947,0.9955555555555555,0.06867415661666666,0.21727334388424147
undersampling,50,30,Test,3,109.0,880.0,109.0,5.0,95.6140350877193,88.97876643073812,50.0,89.66455122393472,65.66265060240964,92.23675458064737,93.62345449062495,0.8274781715459681,0.06867415661666666,0.21727334388424147
undersampling,10,10,Train,4,452.0,520.0,452.0,1.0,99.77924944812362,53.49794238683128,50.0,68.21052631578948,66.61753868828299,73.06151201814116,85.89485732973591,0.9979365543423455,0.0873590295,0.22066153149071138
undersampling,10,10,Test,4,106.0,910.0,106.0,1.0,99.06542056074767,89.56692913385827,50.0,90.47195013357079,66.4576802507837,94.19652596025159,96.21587313268084,0.8575592606876911,0.0873590295,0.22066153149071138
undersampling,10,20,Train,4,453.0,481.0,453.0,0.0,100.0,51.49892933618844,50.0,67.33958183129054,66.66666666666667,71.76275450133477,85.44967880085653,0.9967105263157895,0.09591450728333334,0.2122791119166289
undersampling,10,20,Test,4,105.0,901.0,105.0,2.0,98.13084112149532,89.56262425447316,50.0,90.3863432165319,66.24605678233438,93.74889679958847,95.56037606138867,0.8354310418263906,0.09591450728333334,0.2122791119166289
undersampling,10,30,Train,4,451.0,521.0,451.0,2.0,99.55849889624724,53.60082304526749,50.0,68.21052631578948,66.56826568265683,73.05078700459158,85.77119614095332,0.9969817594206332,0.09679397751666667,0.22088808337109198
undersampling,10,30,Test,4,103.0,901.0,103.0,4.0,96.26168224299066,89.7410358565737,50.0,90.36903690369037,65.814696485623,92.94419335161466,94.30548832706558,0.8322056396642031,0.09679397751666667,0.22088808337109198
undersampling,25,10,Train,4,452.0,524.0,452.0,1.0,99.77924944812362,53.68852459016394,50.0,68.29951014695591,66.61753868828299,73.19153426171422,85.95203199073572,0.9990476190476191,0.1106231612,0.2213411871318532
undersampling,25,10,Test,4,106.0,905.0,106.0,1.0,99.06542056074767,89.51533135509396,50.0,90.4293381037567,66.4576802507837,94.16938965145238,96.20039379905155,0.845853352378479,0.1106231612,0.2213411871318532
undersampling,25,20,Train,4,450.0,513.0,450.0,3.0,99.33774834437085,53.271028037383175,50.0,68.00847457627118,66.51884700665188,72.74492406500603,85.51773225227454,0.9948806338752829,0.09073268458333333,0.21930222020842774
undersampling,25,20,Test,4,104.0,913.0,104.0,3.0,97.19626168224299,89.77384464110128,50.0,90.48042704626334,66.03174603174602,93.41135956594094,94.96953656990048,0.8619988090512108,0.09073268458333333,0.21930222020842774
undersampling,25,30,Train,4,453.0,490.0,453.0,0.0,100.0,51.961823966065744,50.0,67.55014326647564,66.66666666666667,72.08455033227699,85.58854718981972,0.998898678414097,0.10362471786666666,0.21386497507929317
undersampling,25,30,Test,4,104.0,903.0,104.0,3.0,97.19626168224299,89.67229394240319,50.0,90.39497307001795,66.03174603174602,93.35851191869348,94.93907136029105,0.8382136519066787,0.10362471786666666,0.21386497507929317
undersampling,50,10,Train,4,451.0,482.0,451.0,2.0,99.55849889624724,51.661307609860664,50.0,67.31601731601732,66.56826568265683,71.7169591983305,85.18934151033127,0.9979338842975207,0.07533470661666666,0.2118260081558677
undersampling,50,10,Test,4,104.0,902.0,104.0,3.0,97.19626168224299,89.66202783300199,50.0,90.3863432165319,66.03174603174602,93.35316770317446,94.93599152747069,0.8360048790988018,0.07533470661666666,0.2118260081558677
undersampling,50,20,Train,4,451.0,491.0,451.0,2.0,99.55849889624724,52.12314225053078,50.0,67.52688172043011,66.56826568265683,72.03680864820711,85.3278919025323,0.997971602434077,0.07340379781666667,0.21386497507929317
undersampling,50,20,Test,4,104.0,903.0,104.0,3.0,97.19626168224299,89.67229394240319,50.0,90.39497307001795,66.03174603174602,93.35851191869348,94.93907136029105,0.8382136519066787,0.07340379781666667,0.21386497507929317
undersampling,50,30,Train,4,453.0,484.0,453.0,0.0,100.0,51.65421558164355,50.0,67.41007194244605,66.66666666666667,71.87086724232813,85.49626467449306,0.998898678414097,0.1037088079,0.21250566379700953
undersampling,50,30,Test,4,104.0,907.0,104.0,3.0,97.19626168224299,89.7131552917903,50.0,90.4293381037567,66.03174603174602,93.37978002801545,94.95132976510719,0.8473449369422523,0.1037088079,0.21250566379700953
undersampling,10,10,Train,5,442.0,495.0,442.0,3.0,99.32584269662922,52.8281750266809,50.0,67.80028943560058,66.51617757712566,72.4375800441325,85.37654239564472,0.9958592836356714,0.10167221915,0.2161231051906293
undersampling,10,10,Test,5,110.0,951.0,110.0,5.0,95.65217391304348,89.63242224316681,50.0,90.22108843537416,65.67164179104476,92.59339091236879,93.84624841208048,0.8348082501219295,0.10167221915,0.2161231051906293
undersampling,10,20,Train,5,444.0,500.0,444.0,1.0,99.7752808988764,52.96610169491526,50.0,67.96256299496041,66.61665416354089,72.69599490156678,85.73252713768805,0.9978784005023661,0.07445334998333333,0.21727147450620118
undersampling,10,20,Test,5,107.0,959.0,107.0,8.0,93.04347826086956,89.9624765478424,50.0,90.26248941574937,65.04559270516717,91.49000891339536,92.11917774696141,0.8478371795569585,0.07445334998333333,0.21727147450620118
undersampling,10,30,Train,5,443.0,495.0,443.0,2.0,99.5505617977528,52.771855010660985,50.0,67.82357194504701,66.56649135987978,72.48080996664467,85.51694976162526,0.9968618014392662,0.08059961505,0.2161231051906293
undersampling,10,30,Test,5,109.0,950.0,109.0,6.0,94.78260869565217,89.70727101038716,50.0,90.20442930153322,65.46546546546547,92.21002746628128,93.26000739007267,0.8312177529070514,0.08059961505,0.2161231051906293
undersampling,25,10,Train,5,443.0,513.0,443.0,2.0,99.5505617977528,53.661087866108794,50.0,68.23697359029265,66.56649135987978,73.08892832536065,85.7837196182596,0.9969321263010583,0.07307554051666666,0.2202572347266881
undersampling,25,10,Test,5,111.0,948.0,111.0,4.0,96.52173913043478,89.51841359773371,50.0,90.20442930153322,65.8753709198813,92.95414441890593,94.42074147062446,0.8302344890051829,0.07307554051666666,0.2202572347266881
undersampling,25,20,Train,5,445.0,475.0,445.0,0.0,100.0,51.63043478260869,50.0,67.3992673992674,66.66666666666667,71.85432122190612,85.48913043478261,0.9966517857142857,0.06991312061666667,0.2119889756545705
undersampling,25,20,Test,5,112.0,956.0,112.0,3.0,97.3913043478261,89.51310861423221,50.0,90.27895181741336,66.07669616519175,93.36915124476982,95.02784562774794,0.8484358706986445,0.06991312061666667,0.2119889756545705
undersampling,25,30,Train,5,445.0,455.0,445.0,0.0,100.0,50.55555555555556,50.0,66.91449814126395,66.66666666666667,71.10243002567181,85.16666666666667,0.9988789237668161,0.08989755661666667,0.2069361506660542
undersampling,25,30,Test,5,108.0,956.0,108.0,7.0,93.91304347826087,89.84962406015038,50.0,90.2459711620017,65.25679758308158,91.85886811226392,92.69401765282772,0.8425193705567537,0.08989755661666667,0.2069361506660542
undersampling,50,10,Train,5,445.0,480.0,445.0,0.0,100.0,51.891891891891895,50.0,67.51824817518248,66.66666666666667,72.0360270225197,85.56756756756756,0.9977628635346756,0.06498661588333333,0.21290767110702802
undersampling,50,10,Test,5,109.0,959.0,109.0,6.0,94.78260869565217,89.7940074906367,50.0,90.27895181741336,65.46546546546547,92.25459487309821,93.28602833414753,0.8507872956059486,0.06498661588333333,0.21290767110702802
undersampling,50,20,Train,5,445.0,513.0,445.0,0.0,100.0,53.5490605427975,50.0,68.28225231646472,66.66666666666667,73.17722360324795,86.06471816283926,0.9988789237668161,0.06392604823333334,0.2202572347266881
undersampling,50,20,Test,5,110.0,957.0,110.0,5.0,95.65217391304348,89.69072164948454,50.0,90.27072758037224,65.67164179104476,92.62349866854993,93.86373823397581,0.8477197187388269,0.06392604823333334,0.2202572347266881
undersampling,50,30,Train,5,445.0,469.0,445.0,0.0,100.0,51.3129102844639,50.0,67.25533480500367,66.66666666666667,71.63303028942995,85.39387308533917,0.9966517857142857,0.07810859423333333,0.21061093247588425
undersampling,50,30,Test,5,111.0,943.0,111.0,4.0,96.52173913043478,89.46869070208729,50.0,90.16253207869974,65.8753709198813,92.92832519898562,94.40582460193053,0.8205624861864886,0.07810859423333333,0.21061093247588425
