isMethod,trees,depth,type,k,tp,tn,fp,fn,sensibility,specificity,precision,accuracy,F1,Gmean,wtdAcc,AreaROC,timeIS,reduction
undersampling,25,30,Test,3,71.0,54959.0,71.0,7.0,91.02564102564102,99.87097946574596,50.0,99.85845975176018,64.54545454545455,95.34579133725913,93.6792425576725,0.5188797607726534,0.0926342375,0.003588238648576329
undersampling,50,10,Train,3,404.0,387.0,404.0,10.0,97.58454106280193,48.92541087231353,50.0,65.64315352697095,66.12111292962356,69.09677102646502,82.98680200565542,0.9874055415617128,0.08765404956666667,0.003513666451723276
undersampling,50,10,Test,3,72.0,55002.0,72.0,6.0,92.3076923076923,99.86926680466281,50.0,99.8585726718886,64.86486486486486,96.01406954816385,94.57616465678346,0.5195961175000191,0.08765404956666667,0.003513666451723276
undersampling,50,20,Train,3,413.0,414.0,413.0,1.0,99.7584541062802,50.06045949214026,50.0,66.63980660757454,66.61290322580646,70.66791387034128,84.84905572203822,0.9987951807228916,0.0901933066,0.003632104646725184
undersampling,50,20,Test,3,71.0,55642.0,71.0,7.0,91.02564102564102,99.87256116166783,50.0,99.86019250416733,64.54545454545455,95.34654634863999,93.67971706644906,0.5297439907586774,0.0901933066,0.003632104646725184
undersampling,50,30,Train,3,413.0,419.0,413.0,1.0,99.7584541062802,50.36057692307693,50.0,66.77367576243981,66.61290322580646,70.87942791633242,84.93909095131922,0.9988095238095238,0.08999827858333333,0.0036540376457996114
undersampling,50,30,Test,3,71.0,55479.0,71.0,7.0,91.02564102564102,99.87218721872188,50.0,99.85978284317251,64.54545454545455,95.34636785015458,93.67960488356528,0.5261555325465415,0.08999827858333333,0.0036540376457996114
undersampling,10,10,Train,4,376.0,388.0,376.0,5.0,98.68766404199475,50.78534031413613,50.0,66.72489082969433,66.37246248896734,70.7946792010518,84.31696692363717,0.9936386768447838,0.07743676956666666,0.0033817359871238972
undersampling,10,10,Test,4,101.0,55635.0,101.0,10.0,90.990990990991,99.81878857470934,50.0,99.80124268089602,64.5367412140575,95.30273076849903,93.6393302661065,0.5285382625809183,0.07743676956666666,0.0033817359871238972
undersampling,10,20,Train,4,377.0,378.0,377.0,4.0,98.9501312335958,50.06622516556292,50.0,66.4612676056338,66.431718061674,70.38508045390874,84.28495941318593,0.9947643979057591,0.08271390156666666,0.0033377602265631185
undersampling,10,20,Test,4,97.0,55356.0,97.0,14.0,87.38738738738738,99.82507709231241,50.0,99.80023036498451,63.60655737704917,93.39942549524443,91.11869429886488,0.523659747440709,0.08271390156666666,0.0033377602265631185
undersampling,10,30,Train,4,378.0,375.0,378.0,3.0,99.21259842519686,49.800796812749006,50.0,66.4021164021164,66.49076517150397,70.29129715290571,84.3890579414625,0.996031746031746,0.11741515096666667,0.003324567498394885
undersampling,10,30,Test,4,98.0,55996.0,98.0,13.0,88.28828828828829,99.82529325774593,50.0,99.80250867360554,63.84364820846904,93.87973300773066,91.74938977912558,0.5348839472227678,0.11741515096666667,0.003324567498394885
undersampling,25,10,Train,4,374.0,409.0,374.0,7.0,98.16272965879264,52.23499361430396,50.0,67.26804123711341,66.2533215234721,71.60677032857772,84.38440884544605,0.9915865384615384,0.08332999691666666,0.003474085084301533
undersampling,25,10,Test,4,99.0,56043.0,99.0,12.0,89.1891891891892,99.8236614299455,50.0,99.80267719054984,64.07766990291263,94.35672432229183,92.37953086141609,0.5364513079117404,0.08332999691666666,0.003474085084301533
undersampling,25,20,Train,4,380.0,365.0,380.0,1.0,99.73753280839895,48.99328859060403,50.0,66.16341030195382,66.60823838737949,69.90328839329898,84.51425954306048,0.9973215438234155,0.08790748896666667,0.0032849893138901837
undersampling,25,20,Test,4,98.0,55889.0,98.0,13.0,88.28828828828829,99.82495936556701,50.0,99.80213198331491,63.84364820846904,93.87957600476179,91.74928961147191,0.5323986554154859,0.08790748896666667,0.0032849893138901837
undersampling,25,30,Train,4,381.0,361.0,381.0,0.0,100.0,48.65229110512129,50.0,66.07301869991096,66.66666666666667,69.75119433036348,84.5956873315364,1.0,0.10275674926666667,0.003263001433609794
undersampling,25,30,Test,4,98.0,55798.0,98.0,13.0,88.28828828828829,99.82467439530556,50.0,99.80181048797472,63.84364820846904,93.87944200567688,91.74920412039347,0.5305468646652055,0.10275674926666667,0.003263001433609794
undersampling,50,10,Train,4,380.0,366.0,380.0,1.0,99.73753280839895,49.06166219839142,50.0,66.19343389529725,66.60823838737949,69.95204888455127,84.53477162539669,0.9986376021798364,0.08241319058333334,0.0032849893138901837
undersampling,50,10,Test,4,99.0,56032.0,99.0,12.0,89.1891891891892,99.82362687285101,50.0,99.80263859748942,64.07766990291263,94.35670799001912,92.37952049428773,0.5361566775241744,0.08241319058333334,0.0032849893138901837
undersampling,50,20,Train,4,381.0,381.0,381.0,0.0,100.0,50.0,50.0,66.66666666666666,66.66666666666667,70.71067811865476,85.0,1.0,0.1206497515,0.003350952954731352
undersampling,50,20,Test,4,97.0,56279.0,97.0,14.0,87.38738738738738,99.82794096778771,50.0,99.80349460937916,63.60655737704917,93.40076525081207,91.11955346150748,0.5433344319757603,0.1206497515,0.003350952954731352
undersampling,50,30,Train,4,381.0,354.0,381.0,0.0,100.0,48.16326530612245,50.0,65.86021505376344,66.66666666666667,69.39975886566354,84.44897959183673,1.0,0.08338086421666667,0.003232218401217249
undersampling,50,30,Test,4,100.0,56492.0,100.0,11.0,90.09009009009009,99.82329657902177,50.0,99.80424316173747,64.30868167202573,94.83190276427999,93.0100520367696,0.5550902980048452,0.08338086421666667,0.003232218401217249
undersampling,10,10,Train,5,391.0,405.0,391.0,2.0,99.49109414758269,50.87939698492462,50.0,66.94701429772918,66.5531914893617,71.14806304882354,84.90758499878527,0.9975429975429975,0.08627127156666667,0.003500307044477586
undersampling,10,10,Test,5,90.0,54902.0,90.0,9.0,90.9090909090909,99.83633983124818,50.0,99.82029732624204,64.51612903225806,95.26820505157968,93.5872655857381,0.5234044792695289,0.08627127156666667,0.003500307044477586
undersampling,10,20,Train,5,383.0,406.0,383.0,10.0,97.45547073791349,51.457541191381495,50.0,66.75126903553299,66.09145815358067,70.81538603878155,83.65609187395388,0.9879807692307692,0.07693534773333334,0.003504693394157382
undersampling,10,20,Test,5,87.0,55656.0,87.0,12.0,87.87878787878788,99.84392659167968,50.0,99.82271408617169,63.73626373626374,93.67050360671435,91.46832949265541,0.5374245736293246,0.07693534773333334,0.003504693394157382
undersampling,10,30,Train,5,389.0,440.0,389.0,4.0,98.9821882951654,53.07599517490953,50.0,67.83960720130932,66.43894107600342,72.48157109470093,85.21033035908863,0.9954954954954954,0.08027920938333333,0.003653829283270462
undersampling,10,30,Test,5,87.0,55382.0,87.0,12.0,87.87878787878788,99.84315563648164,50.0,99.82183990786065,63.73626373626374,93.67014196277901,91.468098206096,0.5302475817402058,0.08027920938333333,0.003653829283270462
undersampling,25,10,Train,5,390.0,417.0,390.0,3.0,99.23664122137404,51.6728624535316,50.0,67.25,66.49616368286445,71.6089471517528,84.9675075910213,0.9964285714285714,0.08056594181666667,0.0035529432406351436
undersampling,25,10,Test,5,90.0,55236.0,90.0,9.0,90.9090909090909,99.83732783862922,50.0,99.8213802435724,64.51612903225806,95.26867645035621,93.5875619879524,0.528363550985788,0.08056594181666667,0.0035529432406351436
undersampling,25,20,Train,5,392.0,383.0,392.0,1.0,99.74554707379136,49.41935483870968,50.0,66.3527397260274,66.61002548853016,70.209405241897,84.64768940326685,0.9986979166666667,0.07975033336666666,0.003403807351522063
undersampling,25,20,Test,5,89.0,54555.0,89.0,10.0,89.8989898989899,99.83712758948833,50.0,99.81915496045156,64.25992779783394,94.7378325945426,92.88043120613942,0.519581222048542,0.07975033336666666,0.003403807351522063
undersampling,25,30,Train,5,393.0,411.0,393.0,0.0,100.0,51.11940298507462,50.0,67.16791979949875,66.66666666666667,71.4978342224956,85.33582089552239,1.0,0.09531652696666666,0.0035266251425563645
undersampling,25,30,Test,5,90.0,55206.0,90.0,9.0,90.9090909090909,99.83723958333334,50.0,99.821283509342,64.51612903225806,95.26863434202224,93.58753551136364,0.5278341331618404,0.09531652696666666,0.0035266251425563645
undersampling,50,10,Train,5,390.0,413.0,390.0,3.0,99.23664122137404,51.43212951432129,50.0,67.14046822742475,66.49616368286445,71.4419469490015,84.89528770925821,0.9963942307692308,0.0804142705,0.0035353978419159575
undersampling,50,10,Test,5,91.0,55068.0,91.0,8.0,91.91919191919192,99.83502238981853,50.0,99.82084042129647,64.76868327402134,95.79537871581569,94.29394106037991,0.5259125244265553,0.0804142705,0.0035353978419159575
undersampling,50,20,Train,5,393.0,391.0,393.0,0.0,100.0,49.87244897959184,50.0,66.61002548853017,66.66666666666667,70.62042833316139,84.96173469387756,1.0,0.0778793677,0.0034388981489604353
undersampling,50,20,Test,5,88.0,55213.0,88.0,11.0,88.88888888888889,99.84087087032785,50.0,99.82129963898917,64.0,94.20586010096439,92.17448348332057,0.5273489396194969,0.0778793677,0.0034388981489604353
undersampling,50,30,Train,5,393.0,352.0,393.0,0.0,100.0,47.24832214765101,50.0,65.46572934973638,66.66666666666667,68.73741495550368,84.1744966442953,1.0,0.15155387371666668,0.0032678305114483726
undersampling,50,30,Test,5,89.0,55008.0,89.0,10.0,89.8989898989899,99.83846670417627,50.0,99.82063917675194,64.25992779783394,94.73846795135216,92.8808329405458,0.5245083467431865,0.15155387371666668,0.0032678305114483726
